,level_0,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version,rating
1794,1996,1998,154,12,"""",7525.599999997765,survey-likert,42,1150257,0.0-2.0-0.39,60e77b38d2cb04be1b06bd73,615eba6a7206985d27058d2c,616605f5822c5d80c575dd56,60e77b38d2cb04be1b06bd73,615eba6a7206985d27058d2c,616605f5822c5d80c575dd56,"{""humanness"":0}",[0],Escape quicksand.,rate_humanness,gpt-3,I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand. I would try and find a way to get out of the quicksand.,11,unconstrained,2021-10-12 22:02:38,73.147.30.241,"Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36",WebKit,Chrome,93.0.4577.107,ChromeOS,14092.77.0,73c52a900c5758503c09bfb5160dbd95,0
1795,1997,1999,154,12,"""",9881.900000002235,survey-likert,43,1160151,0.0-2.0-0.40,60e77b38d2cb04be1b06bd73,615eba6a7206985d27058d2c,616605f5822c5d80c575dd56,60e77b38d2cb04be1b06bd73,615eba6a7206985d27058d2c,616605f5822c5d80c575dd56,"{""humanness"":0}",[0],Protect the deer in your nearby woods during hunting season.,rate_humanness,gpt-3,I would ask the hunters to not hunt the deer. I would ask the hunters to not hunt the deer. I would ask the hunters to not hunt the deer. I would ask the hunters to not hunt the deer. I would ask the hunters to not hunt the deer. I would ask the hunters to not hunt the deer. I would ask the hunters to not hunt the deer. I would ask the hunters to not hunt the deer. I would ask the hunters to not hunt the deer. I would ask the hunters to not hunt the deer.,11,unconstrained,2021-10-12 22:02:38,73.147.30.241,"Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36",WebKit,Chrome,93.0.4577.107,ChromeOS,14092.77.0,73c52a900c5758503c09bfb5160dbd95,0
1804,2010,2012,155,45,"""",22840.90000000596,survey-likert,7,261799,0.0-2.0-0.4,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Jump over a six foot tall man, without using a trampoline.",rate_humanness,gpt-3,"I would use a trampoline to jump over a man. I would have a man stand in front of me and I would put a trampoline, which would be on the same level as the man, in front of me.",44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1810,2016,2018,155,45,"""",45208.59999999404,survey-likert,13,361144,0.0-2.0-0.10,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Order food in a restaurant, where you don't speak the native language, without using a translator app.",rate_humanness,gpt-3,"I would ask for a menu and point to the food I like. If I see a waiter or waitress, I would ask them if I could speak with the chef. I would ask the chef if I could take a picture of the food, and then ask to see the picture.",44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1811,2017,2019,155,45,"""",16797.29999999702,survey-likert,14,377943,0.0-2.0-0.11,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Take your dog for a walk, without using a leash.",rate_humanness,gpt-3,I would take my dog for a walk by tying a rope to his collar and then the rope to a tree. By doing this my dog will be able to move freely and I will be able to control him by pulling the rope. It is important to make sure the rope is tied to a very strong tree and to make sure my dog does not get tangled in the rope.,44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1818,2024,2026,155,45,"""",26186.10000000894,survey-likert,21,510061,0.0-2.0-0.18,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Stop your canoe from falling down the waterfall, without using a paddle.",rate_humanness,gpt-3,"I would tie a rope to the front of the canoe and to a tree, and then tie the other end of the rope to my waist. Then I would jump in the canoe and make sure the rope is secure. Then I would start paddling down the river. When I get to the waterfall, I would jump from the canoe and try to grab a hold of the rope.",44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1821,2027,2029,155,45,"""",12945.5,survey-likert,24,544804,0.0-2.0-0.21,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Make a fort underwater, without using an oxygen tank.",rate_humanness,gpt-3,I would have to find a place where I could stay underwater for an extended period of time. I would have to be able to breathe underwater.,44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1823,2029,2031,155,45,"""",83784.70000000298,survey-likert,26,635274,0.0-2.0-0.23,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Find out how many sharks live in a cove off a nearby coast, without using bait.",rate_humanness,gpt-3,I would have to find a way to study the sharks without harming them. I would have to find a way to get the sharks to come to the surface of the water to get a good look at them. I would have to find out what they eat so I could use that as bait.,44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1828,2034,2036,155,45,"""",11573.39999999106,survey-likert,31,670049,0.0-2.0-0.28,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Make a fort underwater, without using an oxygen tank.",rate_humanness,gpt-3,I would have a scuba tank that I would use to breathe underwater. I would use a spear gun to make holes in the bottom of the pool and then I would put a net over the holes.,44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1831,2037,2039,155,45,"""",20446.5,survey-likert,34,708993,0.0-2.0-0.31,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Protect the deer in your nearby woods during hunting season, without using signs.",rate_humanness,gpt-3,I would set up a decoy deer and hide it in the woods. I would then go to the nearest hunting supply store and buy a deer call. I would use the deer call to mimic the sound of a deer in distress. I would then go to the nearest hunting supply store and buy a deer call. I would use the deer call to mimic the sound of a deer in distress. I would then go to the nearest hunting supply store and buy a deer call. I would use the deer call to mimic the sound of a deer in distress. I would then go to the nearest hunting supply store and buy a deer call. I would use the deer call to mimic the sound of a deer in distress. I would then go to the nearest hunting supply store and buy a deer call. I would use the deer call to mimic the sound of a deer in distress. I would then go to the nearest hunting supply store and buy a deer call. I would use the deer call to mimic the sound of a deer in distress. I would then go to the nearest hunting supply store and buy a deer call. I would use the deer call to mimic the sound of a deer in distress. I would then go to the nearest hunting supply store and buy a deer call. I would use the deer call to mimic the sound of a deer in distress. I would then go to the nearest hunting supply store and buy a deer call.,44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1834,2040,2042,155,45,"""",5435.899999991059,survey-likert,37,729358,0.0-2.0-0.34,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.",rate_humanness,gpt-3,"I would build a float that is a giant cupcake. I would build it on a trailer, but I wouldn't use a trailer. I would use a flatbed truck.",44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1837,2043,2045,155,45,"""",10161.5,survey-likert,40,755327,0.0-2.0-0.37,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Jump over a six foot tall man, without using a trampoline.",rate_humanness,gpt-3,"I would first survey the area for a large object that I could use as a stepping stool to jump over the man. If I could not find anything, I would use a tree branch as a lever to jump over the man. I would first survey the area for a large object that I could use as a stepping stool to jump over the man.",44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1840,2046,2048,155,45,"""",168070.59999999404,survey-likert,43,1092598,0.0-2.0-0.40,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,615e414028ec238978febf2d,615eba6a7206985d27058d2c,616605f715e69360b20be9c2,"{""humanness"":0}",[0],"Order food in a restaurant, where you don't speak the native language, without using a translator app.",rate_humanness,gpt-3,I would look at the menu online to see if I can figure out what food is available. Then I would ask to speak to a person who speaks English. I would order the food and pay for it.,44,constrained_single,2021-10-12 22:02:43,98.164.205.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1899,2113,2115,157,36,"""",16205.399999976158,survey-likert,12,204619,0.0-2.0-0.9,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,"{""humanness"":0}",[0],"Keep the plants in your garden alive, without using water, sun, a notebook, herbicides, or an umbrella.",rate_humanness,gpt-3,I would use a bubble wrap to cover the plants. The bubble wrap would help to keep the plants warm and protect them from the rain.,35,constrained_many,2021-10-12 22:03:14,72.221.100.133,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1908,2122,2124,157,36,"""",13449.600000023842,survey-likert,21,328198,0.0-2.0-0.18,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,"{""humanness"":0}",[0],"Clean the dirty dishes, without using soap, water, a tub, sanitizer, a sponge, detergent, a counter, or a dishwasher.",rate_humanness,gpt-3,I would use a plunger to suck up all the dirty dishes and then use a blender to blend everything into a liquid.,35,constrained_many,2021-10-12 22:03:14,72.221.100.133,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1914,2128,2130,157,36,"""",9840.900000035763,survey-likert,27,394775,0.0-2.0-0.24,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,"{""humanness"":0}",[0],"Stop your canoe from falling down the waterfall, without using a paddle, a rock, or a rope.",rate_humanness,gpt-3,I would use a rope to tie it to a tree or a rock on the other side.,35,constrained_many,2021-10-12 22:03:14,72.221.100.133,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1919,2133,2135,157,36,"""",6296.899999976158,survey-likert,32,458008,0.0-2.0-0.29,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,"{""humanness"":0}",[0],"Remove plaque from the teeth of a lion, without using a tranquilizer, meat, a sleeping drug, or animal specialists.",rate_humanness,gpt-3,I would use a flexible hose to suck the plaque off the teeth of the lion.,35,constrained_many,2021-10-12 22:03:14,72.221.100.133,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1920,2134,2136,157,36,"""",16085.100000023842,survey-likert,33,474096,0.0-2.0-0.30,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,"{""humanness"":0}",[0],"Keep the plants in your garden alive, without using water, sun, a notebook, herbicides, or an umbrella.",rate_humanness,gpt-3,"I would plant the seeds in a pot, put it in a dark room, and water it with a dropper. I would put the pot in the sun so the plant would get the light it needs.",35,constrained_many,2021-10-12 22:03:14,72.221.100.133,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1934,2148,2150,157,36,"""",9847.5,survey-likert,47,664225,0.0-2.0-0.44,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,61646529370e6a2eb6ed74cc,615eba6a7206985d27058d2c,616605f14feb3855241dfa11,"{""humanness"":0}",[0],"Make a fort underwater, without using an oxygen tank, masks, swimming goggles, concrete, a miliary ship, a crane, a marine biologist, or a building engineer.",rate_humanness,gpt-3,I would make a wooden frame for the fort and then fill it with sand.,35,constrained_many,2021-10-12 22:03:14,72.221.100.133,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1949,2167,2169,158,17,"""",43651.20000001788,survey-likert,17,1758760,0.0-2.0-0.14,615bbdb8ab8aec839d29589d,615eba6a7206985d27058d2c,61660549822c5d80c575dd4f,615bbdb8ab8aec839d29589d,615eba6a7206985d27058d2c,61660549822c5d80c575dd4f,"{""humanness"":0}",[0],Protect the deer in your nearby woods during hunting season.,rate_humanness,gpt-3,I would get a hunting license. I would try to find out what time the hunting season starts and ends. I would get a job at the hunting store. I would get a gun. I would get a deer stand. I would get a deer feeder. I would get a camoflauge suit. I would get a deer decoy. I would get a deer whistle. I would get a deer scent. I would get a deer call. I would get a deer blind. I would get a deer stand. I would get a deer feeder. I would get a deer decoy. I would get a deer whistle. I would get a deer scent. I would get a deer call. I would get a deer blind. I would get a deer stand. I would get a deer feeder. I would get a deer decoy. I would get a deer whistle. I would get a deer scent. I would get a deer call. I would get a deer blind. I would get a deer stand. I would get a deer feeder. I would get a deer decoy. I would get a deer whistle. I would get a deer scent. I would get a deer call. I would get a deer blind. I would get a deer stand. I would get a deer feeder. I would get a deer decoy. I would get a deer whistle. I would get a deer scent. I would get a deer call.,16,unconstrained,2021-10-12 22:04:08,174.246.131.167,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
1956,2174,2176,158,17,"""",32309.69999998808,survey-likert,24,1875376,0.0-2.0-0.21,615bbdb8ab8aec839d29589d,615eba6a7206985d27058d2c,61660549822c5d80c575dd4f,615bbdb8ab8aec839d29589d,615eba6a7206985d27058d2c,61660549822c5d80c575dd4f,"{""humanness"":0}",[0],Escape from inside a locked custodial closet.,rate_humanness,gpt-3,"I would start by trying to open the door without making too much noise. If I couldn't open the door, I would try to find a way to break the door down. If I couldn't break the door down, I would try to find a way to break the walls down. If I couldn't break the walls down, I would try to find a way to break the floor down. If I couldn't break the floor down, I would try to find a way to break the ceiling down. If I couldn't break the ceiling down, I would try to find a way to break the roof down. If I couldn't break the roof down, I would try to find a way to break the walls down. If I couldn't break the walls down, I would try to find a way to break the floor down. If I couldn't break the floor down, I would try to find a way to break the ceiling down. If I couldn't break the ceiling down, I would try to find a way to break the roof down. If I couldn't break the roof down, I would try to find a way to break the walls down. If I couldn't break the walls down, I would try to find a way to break the floor down. If I couldn't break the floor down, I would try to find a way to break the ceiling down. If I couldn't break the ceiling down, I would try to find a way to break the roof down.",16,unconstrained,2021-10-12 22:04:08,174.246.131.167,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",WebKit,Chrome,94.0.4606.81,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
2019,2241,2243,159,35,"""",19741.700000047684,survey-likert,42,1398422,0.0-2.0-0.39,614ea16e634cbb1a1c65a6d0,615eba6a7206985d27058d2c,6166098c8df9bd6b315fcaed,614ea16e634cbb1a1c65a6d0,615eba6a7206985d27058d2c,6166098c8df9bd6b315fcaed,"{""humanness"":0}",[0],"Keep the plants in your garden alive, without using water, sun, a notebook, herbicides, or an umbrella.",rate_humanness,gpt-3,I would use a rain stick to get rain to fall from the sky.,34,constrained_many,2021-10-12 22:18:00,40.136.234.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
2039,2267,2269,16,4,"""",57768,survey-likert,19,661314,0.0-2.0-0.14,615de4a661d61a75f46c0aa9,615eba6a7206985d27058d2c,61608d0f49e8a369cb328948,615de4a661d61a75f46c0aa9,615eba6a7206985d27058d2c,61608d0f49e8a369cb328948,"{""humanness"":0}",[0],Make a fort underwater.,rate_humanness,gpt-3,I would find a nice spot in the middle of the lake. I would then go to the store and buy some air mattresses and some pillows. Then I would put them in the water and go to sleep.,3,unconstrained,2021-10-08 18:25:25,107.77.228.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",Macintosh,Safari,15.1,OS X,10_15_7,73c52a900c5758503c09bfb5160dbd95,0
2046,2274,2276,16,4,"""",42795,survey-likert,26,1333953,0.0-2.0-0.21,615de4a661d61a75f46c0aa9,615eba6a7206985d27058d2c,61608d0f49e8a369cb328948,615de4a661d61a75f46c0aa9,615eba6a7206985d27058d2c,61608d0f49e8a369cb328948,"{""humanness"":0}",[0],Protect the deer in your nearby woods during hunting season.,rate_humanness,gpt-3,I would make a deer blind in the woods to hide behind while the hunters are out.,3,unconstrained,2021-10-08 18:25:25,107.77.228.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",Macintosh,Safari,15.1,OS X,10_15_7,73c52a900c5758503c09bfb5160dbd95,0
2050,2278,2280,16,4,"""",73846,survey-likert,30,1449514,0.0-2.0-0.25,615de4a661d61a75f46c0aa9,615eba6a7206985d27058d2c,61608d0f49e8a369cb328948,615de4a661d61a75f46c0aa9,615eba6a7206985d27058d2c,61608d0f49e8a369cb328948,"{""humanness"":0}",[0],Keep the plants in your garden alive.,rate_humanness,gpt-3,I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day. I would plant them in the right season. I would water them every day.,3,unconstrained,2021-10-08 18:25:25,107.77.228.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",Macintosh,Safari,15.1,OS X,10_15_7,73c52a900c5758503c09bfb5160dbd95,0
2070,2302,2304,160,24,"""",21492.60000014305,survey-likert,3,162093,0.0-2.0-0.0,615b3f5142c645cc9a610389,615eba6a7206985d27058d2c,61660994b97ace158ee87ad9,615b3f5142c645cc9a610389,615eba6a7206985d27058d2c,61660994b97ace158ee87ad9,"{""humanness"":0}",[0],"Bake a cake, without using an oven, a bowl, butter, sugar, flour, a spatula, a pan, sprinkles, candles, icing, cake mix, a bowl, measuring cups, a spoon, a scale, baking paper, or a recipe.",rate_humanness,gpt-3,I would make a cake out of dirt. I would get a bunch of dirt and mix it with water until it was the consistency of cake batter. I would then make a cake out of it. I would then put it in the oven. I would then take it out of the oven.,23,constrained_many,2021-10-12 22:18:04,173.88.149.37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
2076,2308,2310,160,24,"""",9524.199999809265,survey-likert,9,241939,0.0-2.0-0.6,615b3f5142c645cc9a610389,615eba6a7206985d27058d2c,61660994b97ace158ee87ad9,615b3f5142c645cc9a610389,615eba6a7206985d27058d2c,61660994b97ace158ee87ad9,"{""humanness"":0}",[0],"Remove plaque from the teeth of a lion, without using a tranquilizer, meat, a sleeping drug, or animal specialists.",rate_humanness,gpt-3,I would use a toothbrush and toothpaste.,23,constrained_many,2021-10-12 22:18:04,173.88.149.37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
2080,2312,2314,160,24,"""",6633.200000047684,survey-likert,13,278352,0.0-2.0-0.10,615b3f5142c645cc9a610389,615eba6a7206985d27058d2c,61660994b97ace158ee87ad9,615b3f5142c645cc9a610389,615eba6a7206985d27058d2c,61660994b97ace158ee87ad9,"{""humanness"":0}",[0],"Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",rate_humanness,gpt-3,I would use my hands to catch the skydiver.,23,constrained_many,2021-10-12 22:18:04,173.88.149.37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
2083,2315,2317,160,24,"""",10784.5,survey-likert,16,320398,0.0-2.0-0.13,615b3f5142c645cc9a610389,615eba6a7206985d27058d2c,61660994b97ace158ee87ad9,615b3f5142c645cc9a610389,615eba6a7206985d27058d2c,61660994b97ace158ee87ad9,"{""humanness"":0}",[0],"Jump over a six foot tall man, without using a trampoline or a deep hole.",rate_humanness,gpt-3,I would have a rope tied to my waist.,23,constrained_many,2021-10-12 22:18:04,173.88.149.37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
2091,2323,2325,160,24,"""",5504.599999904633,survey-likert,24,396550,0.0-2.0-0.21,615b3f5142c645cc9a610389,615eba6a7206985d27058d2c,61660994b97ace158ee87ad9,615b3f5142c645cc9a610389,615eba6a7206985d27058d2c,61660994b97ace158ee87ad9,"{""humanness"":0}",[0],"Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",rate_humanness,gpt-3,I would have a team of people ready to catch the skydiver.,23,constrained_many,2021-10-12 22:18:04,173.88.149.37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",WebKit,Chrome,94.0.4606.71,Windows,10.0,73c52a900c5758503c09bfb5160dbd95,0
