,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,subject_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type,PROLIFIC_PID
143,143,11,4,"""",6611.600000023842,survey-likert,45,682806,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would try to find some shade, and then turn on the fans in the house, open the windows, and turn on the ceiling fans.",3,constrained_single,176
144,144,11,4,"""",5204.299999952316,survey-likert,46,688014,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a combination of corrugated cardboard and duct tape to build a bookshelf.,3,constrained_single,176
145,145,11,4,"""",9339.299999952316,survey-likert,47,697358,"""","""","{""humanness"":6}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would find some shade, or some water. If that wasn't available, I would use some wet clothing to cool down.",3,constrained_single,176
146,146,11,4,"""",17628.199999928474,survey-text,48,714996,"""","""","{""Q0"":""8"",""Q1"":""7"",""Q2"":""No"",""Q3"":""}","""","""","""","""","""","""","""",176
147,147,12,2,"[{""page_index"":0,""viewing_time"":12142},{""page_index"":1,""viewing_time"":25542},{""page_index"":2,""viewing_time"":3904},{""page_index"":3,""viewing_time"":23997},{""page_index"":4,""viewing_time"":21679},{""page_index"":5,""viewing_time"":23648},{""page_index"":6,""viewing_time"":3196},{""page_index"":7,""viewing_time"":1294}]",115402.0,instructions,0,115406,"""","""","""","""","""","""","""","""","""","""",183
148,148,12,2,"""",10036.0,survey-multi-choice,1,125446,"""","""","{""Q0"":""The plausibility that humans generated language."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""","""","""",183
149,149,12,2,"[{""page_index"":0,""viewing_time"":1319}]",1319.0,instructions,2,126768,"""","""","""","""","""","""","""","""","""","""",183
150,150,12,2,"""",7685.000000000029,survey-likert,3,134455,"""","""","{""humanness"":6}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would find a place to go inside, such as a mall or a movie theater.",1,constrained_single,183
151,151,12,2,"""",13733.0,survey-likert,4,148191,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would try to stay in the shade, and drink lots of water. I would also try to stay cool by going in the water. If I did not have a pool, I would go to a public pool or a water park.",1,constrained_single,183
152,152,12,2,"""",7207.0,survey-likert,5,155402,"""","""","{""humanness"":1}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would go to the nearest body of water and jump in. I would then swim out to the middle of the water and then dive down to the bottom.,1,constrained_single,183
153,153,12,2,"""",12867.0,survey-likert,6,168272,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use a metal frame to support the bookshelf, and use metal bars to support the books. The metal bars could be attached to the frame with screws.",1,constrained_single,183
154,154,12,2,"""",8996.0,survey-likert,7,177272,"""","""","{""humanness"":3}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to the beach and swim in the ocean. The ocean is always cooler than the air. If I didn't have access to the ocean, I would go to a swimming pool.",1,constrained_single,183
155,155,12,2,"""",5992.999999999971,survey-likert,8,183269,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would use a fan to blow air across my body, and I would use a wet towel to cool down.",1,"""",183
156,156,12,2,"""",7848.0,survey-likert,9,191121,"""","""","{""humanness"":2}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would build a bookshelf out of any material that is sturdy and can hold books.,1,constrained_single,183
157,157,12,2,"""",11674.0,survey-likert,10,202799,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would find a large fan and put it in front of a window with a screen. I would also use a tall, tall pitcher of ice water and put it on the floor and put the fan on low and point it at the pitcher.",1,constrained_single,183
158,158,12,2,"""",14361.0,survey-likert,11,217165,"""","""","{""humanness"":2}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would build a large airbag, and have it inflated on the ground, and have a landing pad on top of it.",1,"""",183
159,159,12,2,"""",9637.99999999997,survey-likert,12,226806,"""","""","{""humanness"":1}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a metal frame and then just use a piece of plastic or cloth to cover the frame. I would then just place my books on the cloth.,1,constrained_single,183
160,160,12,2,"""",12403.99999999997,survey-likert,13,239215,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a large sheet of cardboard.,1,constrained_single,183
161,161,12,2,"""",9886.0,survey-likert,14,249105,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use cardboard boxes to build a bookshelf. First, I would cut the boxes into shapes I wanted. I would use tape to stick the boxes together.",1,"""",183
162,162,12,2,"""",3729.999999999971,survey-likert,15,252839,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use cardboard and duct tape to build the bookshelf.,1,constrained_single,183
163,163,12,2,"""",4442.0,survey-likert,16,257283,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would go to the hardware store and buy a bunch of metal rods.,1,constrained_single,183
164,164,12,2,"""",3572.0,survey-likert,17,260860,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use plastic, metal, and other lightweight materials to build the bookshelf.",1,"""",183
165,165,12,2,"""",14971.00000000003,survey-likert,18,275835,"""","""","{""humanness"":6}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would make a bookshelf with bricks or concrete, or anything that can hold up a book.",1,constrained_single,183
166,166,12,2,"""",4270.0,survey-likert,19,280110,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a metal frame and then attach a metal mesh to it.,1,constrained_single,183
167,167,12,2,"""",14330.0,survey-likert,20,294442,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find a large sheet and spread it out on the ground. Then I would put a harness on the skydiver and tell him to jump.,1,"""",183
168,168,12,2,"""",4485.0,survey-likert,21,298931,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would make a trampoline with a strong frame.,1,"""",183
169,169,12,2,"""",5139.0,survey-likert,22,304073,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find a large tree and tie a rope to it.,1,constrained_single,183
170,170,12,2,"""",5360.000000000058,survey-likert,23,309439,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a lot of pillows and blankets to cushion the fall. I would also make sure that the skydiver was conscious and wearing a helmet.,1,"""",183
171,171,12,2,"""",8018.0,survey-likert,24,317460,"""","""","{""humanness"":1}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would first need to find something that is as strong as wood. Then I would need to find a way to make it as sturdy as wood. Then I would need to find a way to make it as straight as wood. Then I would need to find a way to make it as flat as wood. Then I would need to find a way to make it as smooth as wood. Then I would need to find a way to make it as thin as wood. Then I would need to find a way to make it as light as wood.,1,constrained_single,183
172,172,12,2,"""",4192.0,survey-likert,25,321657,"""","""","{""humanness"":6}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would create a safe landing for a falling skydiver by using a parachute.,1,constrained_single,183
173,173,12,2,"""",9649.0,survey-likert,26,331309,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would set up a large sheet of plywood with a rope attached to the center of it. I would then attach the plywood to a helicopter and fly it above the skydiver.,1,constrained_single,183
174,174,12,2,"""",3336.0,survey-likert,27,334650,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to the closest lake, river, or ocean and jump in.",1,constrained_single,183
175,175,12,2,"""",6388.0,survey-likert,28,341041,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would probably use the same material as the bookshelf I am building.,1,"""",183
176,176,12,2,"""",7531.999999999942,survey-likert,29,348578,"""","""","{""humanness"":3}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would have a trampoline with a net underneath it. The net would have a trap door so that the skydiver could land on the trampoline.,1,constrained_single,183
177,177,12,2,"""",7670.0,survey-likert,30,356251,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would go to the beach and try to stay in the water.,1,"""",183
178,178,12,2,"""",6968.0,survey-likert,31,363225,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find the biggest tree I could and climb it. Then I would tie a rope to the tree and let the skydiver fall into it.,1,constrained_single,183
179,179,12,2,"""",4587.0,survey-likert,32,367816,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a mixture of concrete and rocks to build a bookshelf.,1,constrained_single,183
180,180,12,2,"""",2727.0,survey-likert,33,370549,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would go to the beach and jump in the water.,1,constrained_single,183
181,181,12,2,"""",11337.0,survey-likert,34,381890,"""","""","{""humanness"":2}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would build a bookshelf out of bricks. To build a bookshelf out of bricks you would need to measure the two dimensions of the bookshelf. You would then have to measure the width of the bookshelf to determine how many bricks you will need. You would then have to lay the bricks out in a pattern that would be easy to stack. You will then have to put the bricks in place and stack them. Once the bricks are stacked you will need to put a layer of mortar between the bricks and then smooth it out to make it look like one solid block.,1,"""",183
182,182,12,2,"""",7095.0,survey-likert,35,388989,"""","""","{""humanness"":2}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would set up a large 'X' with a couple of poles and a tarp. Then I would tie the tarp down to the poles. Then I would make sure that the skydiver was going to land in the center of the X.,1,constrained_single,183
183,183,12,2,"""",12191.0,survey-likert,36,401184,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would go to a store and buy a bunch of ice. I would then put a bunch of ice in a cooler and fill the rest of the cooler with water. I would then go to a park and sit in the shade. I would then put the cooler in the shade and let the ice melt into the water.,1,constrained_single,183
184,184,12,2,"""",5081.0,survey-likert,37,406269,"""","""","{""humanness"":0}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would get a lot of fans and blow the air all around me. I would also get a lot of ice and put it in a bucket of water and then put the bucket of water in front of the fan. I would also get a lot of ice and put it in a bucket of water and then put the bucket of water in front of the fan. I would also get a lot of ice and put it in a bucket of water and then put the bucket of water in front of the fan. I would also get a lot of ice and put it in a bucket of water and then put the bucket of water in front of the fan. I would also get a lot of ice and put it in a bucket of water and then put the bucket of water in front of the fan. I would also get a lot of ice and put it in a bucket of water and then put the bucket of water in front of the fan. I would also get a lot of ice and put it in a bucket of water and then put the bucket of water in front of the fan. I would also get a lot of ice and put it in a bucket of water and then put the bucket of water in front of the fan. I would also get a lot of ice and put it in a bucket of water and then put the bucket of water in front of the fan.,1,constrained_single,183
185,185,12,2,"""",6274.0,survey-likert,38,412546,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would make a parachute out of a large sheet and a few sticks and hang it from a tree. I would then put a few sticks inside the sheet and hang it from a tree.,1,constrained_single,183
186,186,12,2,"""",6397.0,survey-likert,39,418948,"""","""","{""humanness"":6}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would open the window and get a fan.,1,constrained_single,183
187,187,12,2,"""",4913.0,survey-likert,40,423864,"""","""","{""humanness"":6}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would build a bookshelf using the books themselves.,1,constrained_single,183
188,188,12,2,"""",11740.0,survey-likert,41,435609,"""","""","{""humanness"":0}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would find a way to get in contact with the electric company. I would ask them to shut off my power for a time. I would then open the windows and turn on the fans. I would then turn on the fans that are blowing into the house. I would then open the windows and turn on the fans that are blowing out of the house. I would then turn on the fans that are blowing out of the house and open the windows and turn on the fans that are blowing into the house. I would then open the windows and turn on the fans that are blowing out of the house and turn on the fans that are blowing into the house.,1,constrained_single,183
189,189,12,2,"""",10560.0,survey-likert,42,446173,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would make a giant airbag out of a large tarp and fill it with air. I would attach it to a rope and pulley system and make sure it was secure enough to hold the skydiver's weight.,1,"""",183
190,190,12,2,"""",5823.0,survey-likert,43,452001,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would open all the windows and doors. I would also turn on the ceiling fans and open the blinds.,1,"""",183
191,191,12,2,"""",4001.999999999942,survey-likert,44,456006,"""","""","{""humanness"":6}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would probably set up a large tarp or blanket, that is connected to a string, that is connected to a tree.",1,constrained_single,183
192,192,12,2,"""",5485.000000000058,survey-likert,45,461497,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to a public place that has air conditioning, such as a mall, or a movie theater.",1,"""",183
193,193,12,2,"""",6610.0,survey-likert,46,468111,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would go to the beach and jump in the water. The water would be much cooler than the air temperature.,1,constrained_single,183
194,194,12,2,"""",4245.999999999942,survey-likert,47,472363,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use cardboard to make shelves.,1,"""",183
195,195,12,2,"""",21105.0,survey-text,48,493480,"""","""","{""Q0"":""8"",""Q1"":""6"",""Q2"":""yes"",""Q3"":""}","""","""","""","""","""","""","""",183
196,196,13,1,"[{""page_index"":0,""viewing_time"":21332.89999999851},{""page_index"":1,""viewing_time"":9648.900000002235},{""page_index"":2,""viewing_time"":13744.300000000745},{""page_index"":3,""viewing_time"":49256.099999997765},{""page_index"":4,""viewing_time"":41207.300000000745},{""page_index"":5,""viewing_time"":52470.60000000149},{""page_index"":6,""viewing_time"":7742.599999997765},{""page_index"":7,""viewing_time"":6344.699999999255}]",201749.6000000015,instructions,0,201768,"""","""","""","""","""","""","""","""","""","""",186
197,197,13,1,"""",23571.400000002235,survey-multi-choice,1,225352,"""","""","{""Q0"":""The plausibility that humans generated language."",""Q1"":""By moving a slider.""}","[0,1]","""","""","""","""","""","""",186
198,198,13,1,"[{""page_index"":0,""viewing_time"":13954.60000000149},{""page_index"":1,""viewing_time"":9519.199999999255},{""page_index"":2,""viewing_time"":8665.5},{""page_index"":3,""viewing_time"":31359},{""page_index"":4,""viewing_time"":23142.099999997765},{""page_index"":5,""viewing_time"":34211.10000000149},{""page_index"":6,""viewing_time"":13415.5},{""page_index"":7,""viewing_time"":12854.60000000149}]",147122.5,instructions,2,372478,"""","""","""","""","""","""","""","""","""","""",186
199,199,13,1,"""",17052.699999999255,survey-multi-choice,3,389537,"""","""","{""Q0"":""The plausibility that humans generated language."",""Q1"":""By moving a slider.""}","[0,1]","""","""","""","""","""","""",186
200,200,13,1,"[{""page_index"":0,""viewing_time"":6448.10000000149},{""page_index"":1,""viewing_time"":3313.5},{""page_index"":2,""viewing_time"":3832.699999999255},{""page_index"":3,""viewing_time"":8800.800000000745},{""page_index"":4,""viewing_time"":2757.599999997765},{""page_index"":5,""viewing_time"":2093.2000000029802},{""page_index"":6,""viewing_time"":5288.29999999702},{""page_index"":7,""viewing_time"":2345.5}]",34880.60000000149,instructions,4,424421,"""","""","""","""","""","""","""","""","""","""",186
201,201,13,1,"""",10347.89999999851,survey-multi-choice,5,434775,"""","""","{""Q0"":""The plausibility that humans generated language."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""","""","""",186
202,202,13,1,"[{""page_index"":0,""viewing_time"":2899.10000000149}]",2900.10000000149,instructions,6,437677,"""","""","""","""","""","""","""","""","""","""",186
203,203,13,1,"""",36387.39999999851,survey-likert,7,474074,"""","""","{""humanness"":6}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find a tall building that is close to the skydivers landing spot. I would then call the skydiver and tell them to land on top of the building.,0,constrained_single,186
204,204,13,1,"""",19981.0,survey-likert,8,494060,"""","""","{""humanness"":6}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would build a bookshelf out of cardboard. I could use a hot glue gun to put the pieces together.,0,"""",186
205,205,13,1,"""",12270.699999999257,survey-likert,9,506339,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use cardboard and duct tape to build a bookshelf.,0,constrained_single,186
206,206,13,1,"""",19019.10000000149,survey-likert,10,525365,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would go to the beach and jump in the water.,0,constrained_single,186
207,207,13,1,"""",18150.800000000745,survey-likert,11,543527,"""","""","{""humanness"":6}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would try to create a safe landing by luring the skydiver to a spot where there is a lot of soft grass.,0,constrained_single,186
208,208,13,1,"""",26298.10000000149,survey-likert,12,569831,"""","""","{""humanness"":0}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would find a long, sturdy piece of wood and throw it to the skydiver as he falls.",0,constrained_single,186
209,209,13,1,"""",21835.900000002235,survey-likert,13,591676,"""","""","{""humanness"":0}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would take a walk in the shade and drink a lot of water. I would also take advantage of any ice or snow around to cool down.,0,constrained_single,186
210,210,13,1,"""",19735.39999999851,survey-likert,14,611419,"""","""","{""humanness"":1}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to the beach, or if I was at home I would go to an area that is naturally cool like a basement or the attic.",0,"""",186
211,211,13,1,"""",28481.599999997765,survey-likert,15,639912,"""","""","{""humanness"":0}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would find a way to make a fan. I would make a large fan out of a big sheet of paper. I would then tie a string to the top of the fan and then tie the other end to a tree branch. I would then place the fan in the windiest area I could find.,0,constrained_single,186
212,212,13,1,"""",17709.5,survey-likert,16,657627,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would create a safe landing for a falling skydiver by having a giant inflatable mattress in the middle of a field.,0,constrained_single,186
213,213,13,1,"""",15644.0,survey-likert,17,673282,"""","""","{""humanness"":2}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would use a fan to create a breeze.,0,"""",186
214,214,13,1,"""",10631.0,survey-likert,18,683919,"""","""","{""humanness"":0}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic. I would use a combination of metal and plastic.,0,constrained_single,186
215,215,13,1,"""",14539.5,survey-likert,19,698469,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would find a way to get a large amount of water and put it in front of a fan and put the fan on the highest setting.,0,"""",186
216,216,13,1,"""",19354.400000002235,survey-likert,20,717830,"""","""","{""humanness"":0}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would have to use the same materials as wood, but I would have to make sure that they were strong enough to hold the weight of the books.",0,"""",186
217,217,13,1,"""",15377.10000000149,survey-likert,21,733216,"""","""","{""humanness"":0}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find a long sturdy piece of wood. Then I would find a place to put it that would be sturdy. Then I would place the skydiver on the wood and have him/her jump off. The wood would be sturdy enough to catch the skydiver.,0,"""",186
218,218,13,1,"""",17262.5,survey-likert,22,750485,"""","""","{""humanness"":0}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use a metal frame and attach a piece of fabric to it. Then I would use a hot glue gun to glue the books to the fabric.,0,constrained_single,186
219,219,13,1,"""",18418.39999999851,survey-likert,23,768914,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would first try to create a simple parachute out of a large sheet.,0,constrained_single,186
220,220,13,1,"""",14317.300000000743,survey-likert,24,783239,"""","""","{""humanness"":0}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find the highest building in the area. Then I would find a way to get the skydiver to fall on the roof of the building. I would then have to find a way to get the skydiver to fall through the roof. I would have to make sure that the skydiver would not die from the fall.,0,constrained_single,186
221,221,13,1,"""",13215.099999997765,survey-likert,25,796464,"""","""","{""humanness"":6}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use cardboard for the backing and use the boxes that the items are shipped in for the shelves.,0,"""",186
222,222,13,1,"""",20759.20000000298,survey-likert,26,817231,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would look around my house for any other material that could be used to build the bookshelf. I would look for anything that could be used to hold the books.,0,constrained_single,186
223,223,13,1,"""",16472.699999999255,survey-likert,27,833731,"""","""","{""humanness"":1}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would find a way to make a bookshelf without wood.,0,constrained_single,186
224,224,13,1,"""",20172.900000002235,survey-likert,28,853910,"""","""","{""humanness"":1}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would make a fan out of a bunch of leaves and twigs. I would also make a fan out of a bunch of feathers. I would make a fan out of a bunch of sticks. I would make a fan out of a bunch of straw. I would make a fan out of a bunch of grass. I would make a fan out of a bunch of paper. I would make a fan out of a bunch of cardboard. I would make a fan out of a bunch of newspaper.,0,"""",186
225,225,13,1,"""",21500.20000000298,survey-likert,29,875418,"""","""","{""humanness"":0}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would create a safe landing for a falling skydiver by first getting the skydiver to land on a very soft surface. I would then use a very long rope to tie the skydiver to the ground. I would then use a very long rope to tie the skydiver to a very large tree.,0,"""",186
226,226,13,1,"""",9374.39999999851,survey-likert,30,884797,"""","""","{""humanness"":6}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would go to the beach and jump in the ocean.,0,"""",186
227,227,13,1,"""",12556.0,survey-likert,31,897363,"""","""","{""humanness"":0}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would find a big tree and tie the rope to the tree and the other end of the rope to the skydiver. Then I would tie the rope to my waist. The skydiver would jump and I would run up the tree.,0,constrained_single,186
228,228,13,1,"""",25831.69999999925,survey-likert,32,923199,"""","""","{""humanness"":3}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to a pool, or jump in a lake.",0,constrained_single,186
229,229,13,1,"""",9869.800000000743,survey-likert,33,933076,"""","""","{""humanness"":6}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use any material I could find such as cardboard, paper, plastic, and metal.",0,"""",186
230,230,13,1,"""",17168.800000000745,survey-likert,34,950251,"""","""","{""humanness"":2}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a tarp to create a makeshift net. I would make sure that the tarp was large enough to cover the skydiver's entire body.,0,"""",186
231,231,13,1,"""",14042.0,survey-likert,35,964303,"""","""","{""humanness"":0}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a parachute to slow the skydiver's descent.,0,"""",186
232,232,13,1,"""",10258.89999999851,survey-likert,36,974568,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use metal or plastic pipes.,0,constrained_single,186
233,233,13,1,"""",26176.0,survey-likert,37,1000753,"""","""","{""humanness"":1}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would take all of the water that I could find and put it in a large tub. Then I would put the tub in the shade and put ice in it. I would then put wet cloths on my body and put them in the shade.,0,constrained_single,186
234,234,13,1,"""",9751.89999999851,survey-likert,38,1010511,"""","""","{""humanness"":6}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would use cardboard. I would put the cardboard together in a way that it would be sturdy enough to hold books.,0,constrained_single,186
235,235,13,1,"""",29201.10000000149,survey-likert,39,1039721,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use the books themselves to build the bookshelf. I would use the spine of the book to keep the book standing, and I would use the pages to support the book. I would also use the covers of the book to support the book.",0,constrained_single,186
236,236,13,1,"""",14695.39999999851,survey-likert,40,1054424,"""","""","{""humanness"":0}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would build a tree house and put a mattress in it.,0,constrained_single,186
237,237,13,1,"""",18451.0,survey-likert,41,1072884,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would use a fan to blow the cold air around the room. I would also open the windows to let the cool air in. If that didn't work, I would break ice and put it in a bucket of water.",0,constrained_single,186
238,238,13,1,"""",12911.20000000298,survey-likert,42,1085801,"""","""","{""humanness"":0}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would grab a boat and lower it down to the skydiver. I would tie the skydiver to the boat so he wouldn't fall in the water.,0,constrained_single,186
239,239,13,1,"""",16674.0,survey-likert,43,1102484,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would find some shade, find some water, and find some ice. I would put the ice in the water and put the water in the shade.",0,constrained_single,186
240,240,13,1,"""",25191.099999997765,survey-likert,44,1127680,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would get a fan and a bowl of ice and put the ice in the bowl and put the fan on it.,0,"""",186
