,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type
843,843,120,12,"""",6703.999999999884,survey-likert,33,575703,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Escape quicksand.,rate_humanness,gpt-3,I would try to get a branch from a tree and use it to get to the top of the quicksand. If i cant get a branch i would try to get a long stick and try to make a raft out of it.,11,unconstrained
844,844,120,12,"""",10411,survey-likert,34,586118,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Fix a flat tire.,rate_humanness,gpt-3,I would first locate the spare tire in the trunk of my car. Then I would use the tire iron to take out the flat tire. I would then take the spare tire off the car and replace the flat tire with the spare. I would then put the flat tire in the trunk and put the spare in the place of the flat tire.,11,unconstrained
845,845,120,12,"""",6954.000000000116,survey-likert,35,593077,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Take your dog for a walk.,rate_humanness,gpt-3,I would take my dog on a walk by putting her leash on her and then taking her outside.,11,unconstrained
846,846,120,12,"""",6711,survey-likert,36,599791,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Build a float to dazzle the crowd at the Macy's Day Parade.,rate_humanness,gpt-3,I would research what i need to make the float and how to do it. I would buy the materials i need to make the float.,11,unconstrained
847,847,120,12,"""",6254,survey-likert,37,606050,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Clean the dirty dishes.,rate_humanness,gpt-3,I would first put the dishes in the dishwasher and run it.,11,unconstrained
848,848,120,12,"""",10847,survey-likert,38,616901,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Put out a fire that started near the wires from your TV.,rate_humanness,gpt-3,"I would turn off the power to the TV, then I would put out the fire with a fire extinguisher.",11,unconstrained
849,849,120,12,"""",19934,survey-likert,39,636841,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":4}",[0],Escape from inside a locked custodial closet.,rate_humanness,gpt-3,"I would find the custodian and ask him if he has the key. If not, I would try to break the door down or use a key that I found in there to unlock it.",11,unconstrained
850,850,120,12,"""",13345,survey-likert,40,650191,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Take your dog for a walk.,rate_humanness,gpt-3,"I would make sure my dog is fit and healthy for a walk, by feeding him and giving him water. I would also make sure that he is on a leash and that I have a collar and tag on him with my phone number, in case he gets lost. I would also make sure that I have plenty of dog treats in case he misbehaves and I need to bribe him. I would walk him in a safe area, so if he runs off, I can catch him.",11,unconstrained
851,851,120,12,"""",6497,survey-likert,41,656693,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Create a safe landing for a falling skydiver.,rate_humanness,gpt-3,I would have a large net open and ready to catch the skydiver.,11,unconstrained
852,852,120,12,"""",11558,survey-likert,42,668254,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Help your local town mayor win re-election.,rate_humanness,gpt-3,"I would first ask the mayor if he is running for re election. If so, i would ask him what his platform is. Then i would see if i agree with him. If i agree with him, i would tell him what i can do to help him win the election. If i don't agree with him, i would find out what his platform is and then i would tell him what i can do to help him win the election.",11,unconstrained
853,853,120,12,"""",14327,survey-likert,43,682586,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Bake a cake.,rate_humanness,gpt-3,I would first go to the store and buy all of the ingredients. Then I would go home and get out my equipment and set it up. Then I would get started on making it. First I would mix the ingredients together. Then I would put it in the oven. Then I would wait for it to finish. Then I would take it out of the oven. Then I would let it cool. Then I would frost it.,11,unconstrained
854,854,120,12,"""",16065,survey-likert,44,698655,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Protect the deer in your nearby woods during hunting season.,rate_humanness,gpt-3,"I would make sure to have a deer whistle, which makes a sound that deer can hear but humans cannot hear. I would set up deer cameras to see if I can catch the hunters in action. I would also set up motion sensor lights in the woods to try to scare the hunters away.",11,unconstrained
855,855,120,12,"""",10069,survey-likert,45,708729,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Steal the championship trophy from behind your school's award case.,rate_humanness,gpt-3,I would have a friend distract the security guard by saying that they need to get a trophy for a sports team.,11,unconstrained
856,856,120,12,"""",10105,survey-likert,46,718838,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Steal the championship trophy from behind your school's award case.,rate_humanness,gpt-3,"I would first see if the trophy was locked, if it was I would need to find the key. I would then find a way to distract the janitor. I would use a crowbar to open the case and take the trophy. I would then hide the trophy and walk away.",11,unconstrained
857,857,120,12,"""",10757,survey-likert,47,729601,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""humanness"":6}",[0],Keep the plants in your garden alive.,rate_humanness,gpt-3,I would first check the soil for nutrients and add water accordingly. Then I would check the pH balance of the soil and add nutrients accordingly. I would then check the sunlight and water accordingly.,11,unconstrained
858,858,120,12,"""",29423,survey-text,48,759039,11,615eba6a7206985d27058d2c,6165fec5921a52b3d0d7ebfd,5c8be0dd542fbd0016924f5f,6165fec5921a52b3d0d7ebfd,"{""Q0"":""10"",""Q1"":""2"",""Q2"":""No"",""Q3"":""No""}","""","""","""","""","""","""",""""
859,859,121,31,"[{""page_index"":0,""viewing_time"":29353.299999999814},{""page_index"":1,""viewing_time"":36331.5},{""page_index"":2,""viewing_time"":8257.899999999907},{""page_index"":3,""viewing_time"":53770.30000000028},{""page_index"":4,""viewing_time"":22946.799999999814},{""page_index"":5,""viewing_time"":51614.700000000186},{""page_index"":6,""viewing_time"":4657},{""page_index"":7,""viewing_time"":2937.100000000093}]",209869.69999999972,instructions,0,209875,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"""","""","""","""","""","""","""",""""
860,860,121,31,"""",21473.600000000093,survey-multi-choice,1,231356,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""Q0"":""The plausibility that humans generated language."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""","""",""""
861,861,121,31,"[{""page_index"":0,""viewing_time"":2782.100000000093}]",2782.5,instructions,2,234141,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"""","""","""","""","""","""","""",""""
862,862,121,31,"""",50951.80000000028,survey-likert,3,285097,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":2}",[0],"Play baseball with your friends, without using a bat, a baseball, gloves, a field, or markers.",rate_humanness,gpt-3,"I would use a tennis ball and throw it with a baseball glove at a wall or a brick, and then catch it with the glove.",30,constrained_many
863,863,121,31,"""",18001.69999999972,survey-likert,4,303101,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Get your sofa onto the roof of your house, without using a pulley, a Genie lift, a protective plastic layer, a ladder, or a crane.",rate_humanness,gpt-3,I would first try to push the sofa up the stairs.,30,constrained_many
864,864,121,31,"""",11854.299999999814,survey-likert,5,314959,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Remove plaque from the teeth of a lion, without using a tranquilizer, meat, a sleeping drug, or animal specialists.",rate_humanness,gpt-3,I would give the lion a toothbrush and toothpaste.,30,constrained_many
865,865,121,31,"""",39775.30000000028,survey-likert,6,354736,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":2}",[0],"Escape from inside a locked custodial closet, without using a phone, a key, a sharp object, a screwdriver, a mop handle, scrap wood, or a note.",rate_humanness,gpt-3,I would use a mop handle to break the lock.,30,constrained_many
866,866,121,31,"""",18598.30000000028,survey-likert,7,373338,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":5}",[0],"Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",rate_humanness,gpt-3,I would build a ramp and then have a person on a bike at the bottom of the ramp to catch the person when they land.,30,constrained_many
867,867,121,31,"""",22896.799999999814,survey-likert,8,396237,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Keep a baby platupyus entertained, without using a ball, an aquarium, plastic fish, or a clown.",rate_humanness,gpt-3,I would get a cardboard box and decorate it with paint and stickers. I would then get some paper and crumple it up and throw it in the box. I would get a plastic cup and put some water in it. I would then get some food coloring and put it in the water. I would then get a balloon and blow it up.,30,constrained_many
868,868,121,31,"""",44443.30000000028,survey-likert,9,440684,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Protect the deer in your nearby woods during hunting season, without using signs, deer corn, deer calls, salt lick bricks, a disguise, park rangers, or animal control.",rate_humanness,gpt-3,"I would get a bunch of deer and put them in a large cage. I would then put a bunch of salt lick bricks in the cage. I would then leave the deer in the cage and hide the cage in the woods. I would then put a bunch of signs around the cage that say ""Warning: Caged deer in this area. Do not shoot."" I would then get a bunch of deer calls and use them to call out to the deer in the cage. I would then get a bunch of deer corn and put it in the woods near the cage.",30,constrained_many
869,869,121,31,"""",72143.6000000001,survey-likert,10,512829,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":3}",[0],"Make a pair of new shoes, without using leather, fabric, shoe laces, canvas, a guidebook, or a cobbler.",rate_humanness,gpt-3,"I would use a pair of old shoes that are in good condition and cut up the side, then use the pieces of the old shoe to make the new shoe.",30,constrained_many
870,870,121,31,"""",27722.599999999627,survey-likert,11,540555,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":1}",[0],"Paint a fence, without using a paint brush, paint, a pressure washer, primer, a pail, music, lemonade, or cleaning supplies.",rate_humanness,gpt-3,I would get a small amount of paint on my hands and face and roll around on the grass.,30,constrained_many
871,871,121,31,"""",13495,survey-likert,12,554052,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":4}",[0],"Cut down a tree, without using a chainsaw, an axe, or a lorry.",rate_humanness,gpt-3,I would get a bunch of people to help me.,30,constrained_many
872,872,121,31,"""",25071.899999999907,survey-likert,13,579129,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Stop your canoe from falling down the waterfall, without using a paddle, a rock, or a rope.",rate_humanness,gpt-3,I would use a rock to stop the canoe from going over the waterfall.,30,constrained_many
873,873,121,31,"""",17230.69999999972,survey-likert,14,596362,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Play baseball with your friends, without using a bat, a baseball, gloves, a field, or markers.",rate_humanness,gpt-3,I would use a broomstick and a towel to play baseball with my friends.,30,constrained_many
874,874,121,31,"""",16246.399999999907,survey-likert,15,612613,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":5}",[0],"Help your local town mayor win re-election, without using billboards, sporting events, fundraisers, a local chamber of commerce, small businesses, social media, a website, signs, rallies, flyers, or phones.",rate_humanness,gpt-3,"I would make a ""plan"" to help the town and then I would go and do it. I would try to get people to follow my plan and then I would just do it.",30,constrained_many
875,875,121,31,"""",23389.599999999627,survey-likert,16,636005,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Cool down in a record-breaking heat wave, without using an air conditioner, fans, washclothes, cold water, a bathtub, ice cubes, ice cream, popsicles, bottled water, or a deep freezer.",rate_humanness,gpt-3,I would use a large bucket of water and put ice in it. I would then put the bucket of ice water outside in the shade. I would then use a fan to blow the cool air to where I am sitting.,30,constrained_many
876,876,121,31,"""",19120.200000000186,survey-likert,17,655129,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Fix a flat tire, without using a spare tire, a car mechanic, a tow truck, a car jack, vulcanizing tools, or a pressure gauge.",rate_humanness,gpt-3,I would use a piece of wood and a nail to make a plug for the hole and put the nail through the plug and hammer it into the tire. Then I would use a piece of cloth and tie it to the other side of the tire and pull it until the hole is big enough to fit the cloth through.,30,constrained_many
877,877,121,31,"""",61840.69999999972,survey-likert,18,716971,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":4}",[0],"Take your dog for a walk, without using a leash, a collar, plastic bags, water, socks, shoes, or athleisure.",rate_humanness,gpt-3,I would put on a pair of gloves and grab a can of dog food and take it with me. I would then go to the dog park and open the can of food and throw it to the ground.,30,constrained_many
878,878,121,31,"""",10987.700000000186,survey-likert,19,727964,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Jump over a six foot tall man, without using a trampoline or a deep hole.",rate_humanness,gpt-3,I would use a trampoline to jump over him. I would also use a deep hole to jump over him. I would also use a trampoline to jump over him. I would also use a deep hole to jump over him. I would also use a trampoline to jump over him.,30,constrained_many
879,879,121,31,"""",17325.299999999814,survey-likert,20,745291,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Remove plaque from the teeth of a lion, without using a tranquilizer, meat, a sleeping drug, or animal specialists.",rate_humanness,gpt-3,I would try to get the lion to bite a stick or something and then put it in his mouth and try to get the stick in between his teeth.,30,constrained_many
880,880,121,31,"""",8876.80000000028,survey-likert,21,754172,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Jump over a six foot tall man, without using a trampoline or a deep hole.",rate_humanness,gpt-3,I would use a trampoline.,30,constrained_many
881,881,121,31,"""",37074.10000000009,survey-likert,22,791248,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":1}",[0],"Order food in a restaurant, where you don't speak the native language, without using a translator app, a human translator, your fingers, or sign language.",rate_humanness,gpt-3,I would ask for a menu and then point to what I wanted. I would then ask for a straw and a napkin.,30,constrained_many
882,882,121,31,"""",42983.799999999814,survey-likert,23,834237,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":5}",[0],"Play baseball with your friends, without using a bat, a baseball, gloves, a field, or markers.",rate_humanness,gpt-3,I would take a small ball and throw it at my friends and when they catch it I would run away and they would chase me.,30,constrained_many
883,883,121,31,"""",20231.899999999907,survey-likert,24,854472,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Make a pair of new shoes, without using leather, fabric, shoe laces, canvas, a guidebook, or a cobbler.",rate_humanness,gpt-3,I would get a large piece of cardboard and cut it into the shape of the sole of the shoe. Then I would get a sheet of paper and cut it into the shape of the sole of the shoe. Then I would tape the paper to the cardboard. Then I would get some tape and tape the cardboard to my foot. Then I would get some scissors and cut the paper off. Then I would use the scissors to cut the cardboard off.,30,constrained_many
884,884,121,31,"""",43747.5,survey-likert,25,898223,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Bake a cake, without using an oven, a bowl, butter, sugar, flour, a spatula, a pan, sprinkles, candles, icing, cake mix, a bowl, measuring cups, a spoon, a scale, baking paper, or a recipe.",rate_humanness,gpt-3,"I would make a cake out of paper, and then make it look like it is made out of cake by making it look like it has layers. Then I would make it look like it has icing by making it look like it has white spots on it. Then I would make it look like it has sprinkles by making it look like it has white dots on it. Then I would make it look like it has candles by making it look like it has white dots on it. Then I would make it look like it has icing by making it look like it has white dots on it. Then I would make it look like it has sprinkles by making it look like it has white dots on it. Then I would make it look like it has candles by making it look like it has white dots on it. Then I would make it look like it has icing by making it look like it has white dots on it. Then I would make it look like it has sprinkles by making it look like it has white dots on it. Then I would make it look like it has candles by making it look like it has white dots on it. Then I would make it look like it has icing by making it look like it has white dots on it. Then I would make it look like it has sprinkles by making it look like it has white dots on it. Then I would make it look like it has candles by making it look like it has white dots on it.",30,constrained_many
885,885,121,31,"""",9097.700000000186,survey-likert,26,907323,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Paint a fence, without using a paint brush, paint, a pressure washer, primer, a pail, music, lemonade, or cleaning supplies.",rate_humanness,gpt-3,I would use a water hose to spray water on the fence. Then I would use a paint brush to apply the paint to the wet fence.,30,constrained_many
886,886,121,31,"""",16206,survey-likert,27,923533,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Keep the plants in your garden alive, without using water, sun, a notebook, herbicides, or an umbrella.",rate_humanness,gpt-3,I would use a watering can and a spray bottle.,30,constrained_many
887,887,121,31,"""",13608,survey-likert,28,937143,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Clean the dirty dishes, without using soap, water, a tub, sanitizer, a sponge, detergent, a counter, or a dishwasher.",rate_humanness,gpt-3,I would soak the dishes in a tub filled with hot water and dish soap. I would scrub the dishes with a sponge.,30,constrained_many
888,888,121,31,"""",17302.399999999907,survey-likert,29,954449,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Steal the championship trophy from behind your school's award case, without using a hammer, a sledgehammer, a mask, spray foam, a backpack, a large bag, or another person.",rate_humanness,gpt-3,I would sneak into the school at night and use a thin blade to cut the glass.,30,constrained_many
889,889,121,31,"""",31464.80000000028,survey-likert,30,985916,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Clean the dirty dishes, without using soap, water, a tub, sanitizer, a sponge, detergent, a counter, or a dishwasher.",rate_humanness,gpt-3,I would use a dry towel to wipe off the dishes. I would then use a wet towel and wipe off the dry towel and then use that to wipe off the dishes. I would then use a dry towel and wipe off the wet towel. I would then use a dry towel and wipe off the dry towel. Then I would use a wet towel and wipe off the wet towel. Then I would use a dry towel and wipe off the wet towel. Then I would use a dry towel and wipe off the dry towel. Then I would use a wet towel and wipe off the wet towel. Then I would use a dry towel and wipe off the wet towel. Then I would use a dry towel and wipe off the dry towel. Then I would use a wet towel and wipe off the wet towel. Then I would use a dry towel and wipe off the wet towel. Then I would use a dry towel and wipe off the dry towel. Then I would use a wet towel and wipe off the wet towel. Then I would use a dry towel and wipe off the wet towel. Then I would use a dry towel and wipe off the dry towel. Then I would use a wet towel and wipe off the wet towel. Then I would use a dry towel and wipe off the wet towel. Then I would use a dry towel and wipe off the dry towel. Then I would use a wet towel and wipe off the wet towel. Then I would use a dry towel and wipe off the wet towel.,30,constrained_many
890,890,121,31,"""",17311.200000000186,survey-likert,31,1003231,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":0}",[0],"Cool down in a record-breaking heat wave, without using an air conditioner, fans, washclothes, cold water, a bathtub, ice cubes, ice cream, popsicles, bottled water, or a deep freezer.",rate_humanness,gpt-3,"I would make a large bowl of ice, and put the bowl in front of a fan. The fan will blow the ice around, and the cool air from the ice will be felt by the people around the fan.",30,constrained_many
891,891,121,31,"""",19658.100000000093,survey-likert,32,1022891,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":5}",[0],"Put out a fire that started near the wires from your TV, without using a fire extinguisher, water, or a phone.",rate_humanness,gpt-3,I would grab a pillow and throw it in front of the wires.,30,constrained_many
892,892,121,31,"""",9837.600000000093,survey-likert,33,1032732,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Make a pair of new shoes, without using leather, fabric, shoe laces, canvas, a guidebook, or a cobbler.",rate_humanness,gpt-3,I would use a 3D printer to make a pair of new shoes.,30,constrained_many
893,893,121,31,"""",31166,survey-likert,34,1063900,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":5}",[0],"Make a pair of new shoes, without using leather, fabric, shoe laces, canvas, a guidebook, or a cobbler.",rate_humanness,gpt-3,I would make a shoe out of a bag. I would use the bag as a mold to make a shoe out of sand. Then I would put the sand shoe in the sun to bake.,30,constrained_many
894,894,121,31,"""",10242.099999999627,survey-likert,35,1074146,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":1}",[0],"Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",rate_humanness,gpt-3,I would use a drone to catch the skydiver in mid-air.,30,constrained_many
895,895,121,31,"""",36242.700000000186,survey-likert,36,1110390,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":4}",[0],"Fix a flat tire, without using a spare tire, a car mechanic, a tow truck, a car jack, vulcanizing tools, or a pressure gauge.",rate_humanness,gpt-3,"I would take off the wheel and put a stick in the spokes to hold it still, then I would use the stick to push the tire back on the wheel.",30,constrained_many
896,896,121,31,"""",16822.5,survey-likert,37,1127217,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",rate_humanness,gpt-3,I would use a drone to count the sharks in the cove.,30,constrained_many
897,897,121,31,"""",23737.599999999627,survey-likert,38,1150957,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":5}",[0],"Make a fort underwater, without using an oxygen tank, masks, swimming goggles, concrete, a miliary ship, a crane, a marine biologist, or a building engineer.",rate_humanness,gpt-3,I would build a fort out of the wood and supplies I could find underwater and then I would decorate it with shells and other things I could find. I would also build a little pool so I could take a break from the fort and swim around.,30,constrained_many
898,898,121,31,"""",41226.09999999963,survey-likert,39,1192187,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":1}",[0],"Remove plaque from the teeth of a lion, without using a tranquilizer, meat, a sleeping drug, or animal specialists.",rate_humanness,gpt-3,I would use a dog and a rope. I would tie the rope to the lion and the other end to a tree. I would then tie a dog to the tree. The dog would then jump on the lion and start barking. The lion would then bite the dog and the dog would run away. The lion would then start shaking his head and the rope would get loose.,30,constrained_many
899,899,121,31,"""",9894.699999999255,survey-likert,40,1202084,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":6}",[0],"Take your dog for a walk, without using a leash, a collar, plastic bags, water, socks, shoes, or athleisure.",rate_humanness,gpt-3,I would put my dog on a skateboard and skateboard with her.,30,constrained_many
900,900,121,31,"""",24620.900000000373,survey-likert,41,1226709,19,615eba6a7206985d27058d2c,6165fecd5cba4a2b98ee91b9,5e6bdd2a3ea572199bb7f6b6,6165fecd5cba4a2b98ee91b9,"{""humanness"":4}",[0],"Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",rate_humanness,gpt-3,I would use a pole with a magnet attached to the end of it. I would put the magnet in the water and then I would get the sharks to chase the magnet. I would then count the sharks that came to the magnet.,30,constrained_many
