,goal,plan,id,goal_type
236,Goal: Put out a fire that started near the wires from your TV.,"""Douse it with water.""",human,unconstrained
237,Goal: Put out a fire that started near the wires from your TV.,"""To put out the fire, I will get my fire extinguisher rated for electric fires. I will then use the PASS technique - PULL, AIM, SQUEEZE, SWEEP, while my housemate calls 9-1-1. If the fire does not go out using the fire extinguisher I will step aside while the firefighters put out the fire.""",human,unconstrained
238,Goal: Put out a fire that started near the wires from your TV.,"""grab fire extinguisher and use it on the affected area.""",human,unconstrained
239,Goal: Put out a fire that started near the wires from your TV.,"""immediately call 911 on your phone and report a fire for help. If you can at the same time you are calling 911 locate a fire extinguisher. Use fire extinguisher to put out fire until the fire department shows up. If you are not able to find a fire extinguisher at the same time calling 911, remove yourself and any other life forms out and away from room with fire. You do not want to pour water onto fire to prevent a greater electrical fire, or electricution through stepping in water on the floor. Stay on the phone with 911, and follow all their instructions.""",human,unconstrained
240,Goal: Remove plaque from the teeth of a lion.,"""ask a zookeeper about how they would do it, get training and necessary supplies.""",human,unconstrained
241,Goal: Remove plaque from the teeth of a lion.,"""First I would make sure I am working with trained professionals. Next, I would make sure that there is a device that can keep the lion's mouth open. I will then use floss.""",human,unconstrained
242,Goal: Remove plaque from the teeth of a lion.,"""I would first find a way to tranquilize the lion .  Then I would use a toothbrush on the tooth of the lion.  I would also consider feeding it treats with plaque removers,  like those that exist for dogs.""",human,unconstrained
243,Goal: Remove plaque from the teeth of a lion.,"""make sure the lion is heavily sedated. lay him down and make sure the legs and head are restrained so that if he wakes up he won't bit your hand/head off. open his mouth and clean the teeth with a scraping type tool.""",human,unconstrained
244,Goal: Remove plaque from the teeth of a lion.,"""Find animal specialists to capture and put him to sleep safely. Clean his teeth while he sleeps.""",human,unconstrained
245,Goal: Remove plaque from the teeth of a lion.,"""I will tame the lion with a tranquilizer and wait for it to fall asleep. After this, i open it's mouth and remove the plaque.""",human,unconstrained
246,Goal: Remove plaque from the teeth of a lion.,"""Killing the lions first .""",human,unconstrained
247,Goal: Remove plaque from the teeth of a lion.,"""Firstly, I would recommend you tranquilize/anesthetize the lion first so you don't have to worry about it being hostile towards you. Then, using a giant toothbrush/toothpaste, you could brush the lion's teeth or scrape them, depending on the severity of the plaque on the lion's teeth. And also be far away when the lion wakes up.""",human,unconstrained
248,Goal: Remove plaque from the teeth of a lion.,"""Kill the lion.""",human,unconstrained
249,Goal: Remove plaque from the teeth of a lion.,"""From a distance I will through a peace of meat to the lion. So when he go for the meat to eat, the plaque from the teeth of the lion will come out.""",human,unconstrained
250,Goal: Steal the championship trophy from behind your school's award case.,"""well first i will monitor when the school closes down for the day and the time that it opens for the morning schooling. secondly i will also check the routines of the security in the school and also check where the security cameras are and the blind spot from there i will get my tools needed to cut the class and also disable the alarm if any and decide the perfect time to execute my plan and it will be in the night to go in and take the trophy .""",human,unconstrained
251,Goal: Steal the championship trophy from behind your school's award case.,"""I go to the school when it is dark and when one is around and sneak my way in. I go find the trophy and I see it.""",human,unconstrained
252,Goal: Steal the championship trophy from behind your school's award case.,"""Go there in the deep of the night and sneak in when no one can see me then steal the trophy.""",human,unconstrained
253,Goal: Steal the championship trophy from behind your school's award case.,"""First, you have to get onto campus while nobody else is there. Decide whether it'll be better to sneak onto campus overnight or during the weekend. You'll have to bring a bolt cutter to break through the gymnasium door (which has no camera access, as all the under-bleacher makers-out know), as well as a glass cutter to gain access to the trophy itself. as soon as you grab the trophy, hide it in you backpack. Then stroll on outta there the same way you came it and you're home free!.""",human,unconstrained
254,Goal: Steal the championship trophy from behind your school's award case.,"""I would cause a distraction from the principal or anyone in charge and have someone help steal it during a class hours.""",human,unconstrained
255,Goal: Steal the championship trophy from behind your school's award case.,"""school award cases are most likely surrounded by glass that is either unscrewed or needs a key to open. the most brute force way would be to break the case open. 1) first, make a plan to go into the school and remain undetected. 2) take note of any security cameras and any doors that remain unlocked at night. 3) grab a brute force object: hammer, sledgehammer, etc. 4) sneak into the premises at night, go to the award case, break it open using the object.""",human,unconstrained
256,Goal: Steal the championship trophy from behind your school's award case.,"""The most important step here is to figure out if there's an alarm on the glass/case. So we need to do a bit of reconnaissance. If no alarm, this is an easy smash-and-grab job. Go into the school during open hours, hide out, wait until the coast is clear, put on a disguise/mask, break the glass, hustle out the front door to a getaway vehicle. If recon turns up an alarm, then it just adds a step or two regarding turning said alarm off before taking the loot.   .""",human,unconstrained
257,Goal: Steal the championship trophy from behind your school's award case.,"""First I would secure a way in after hours. Then I would teach myself to pick similar locks. Then I would look for cameras and formulate a disguise if needed. I would sneak in by foot so my vehicle couldn't be recognized. And then I would execute the heist.""",human,unconstrained
258,Goal: Steal the championship trophy from behind your school's award case.,"""Yeah!! I'm going to steal the award by doing great in the competition and focus more on my opponent weakness.""",human,unconstrained
259,Goal: Steal the championship trophy from behind your school's award case.,"""To steal the championship trophy from your school, you would need to figure out how to access the school's award case, whether there is a key that operates it or whether it is unlocked. You would need to maybe work with someone else to help coordinate this as well to understand the schedule of school employees or building managers to make sure they don't catch you. Then, you would need to figure out a plan after you get the trophy as to not get caught and how you would get back home or wherever you'd want to bring the trophy.""",human,unconstrained
260,Goal: Stop your canoe from falling down the waterfall.,"""I think I would leave the canoe unless you are in it. I would yell for help.""",human,unconstrained
261,Goal: Stop your canoe from falling down the waterfall.,"""I will keep a big rock there and thus my canoe will stop from falling down the waterfall.""",human,unconstrained
262,Goal: Stop your canoe from falling down the waterfall.,"""I would try to poke a hole in the canoe so that it sinks.   If someone is in the canoe,  I would have them try to hold on to a nearby tree or branch.   Otherwise,  I would also consider putting something heavy to block the canoe or dam the waterfall.""",human,unconstrained
263,Goal: Stop your canoe from falling down the waterfall.,"""put your ore in the water and try to latch on to the ground so the canoe doesn't move. try to grab any branches hanging over you so you font fall down. if you have rope, try to tie it to something nearby to hold it.""",human,unconstrained
264,Goal: Stop your canoe from falling down the waterfall.,"""First, I will make sure I have a sturdy rope to fasten to the canoe. Then, I will anchor the boat using the rope that is attached to the shore.""",human,unconstrained
265,Goal: Stop your canoe from falling down the waterfall.,"""Initially you should try to avoid getting close to the waterfall. You can paddle against the current if it is not too fast, otherwise perpedicular will work beter.""",human,unconstrained
266,Goal: Stop your canoe from falling down the waterfall.,"""My plan is to tie a very strong rope to the head of my canoe and attach the opposite end to a strong three on either side of the water flow.""",human,unconstrained
267,Goal: Stop your canoe from falling down the waterfall.,"""I will row the boat backwards.""",human,unconstrained
268,Goal: Stop your canoe from falling down the waterfall.,"""Allow the canoe to be on equilibruim .""",human,unconstrained
269,Goal: Stop your canoe from falling down the waterfall.,"""My plan is to try to change the direction of the conoe .""",human,unconstrained
270,Goal: Take your dog for a walk.,"""I will grab my dog's leash, stock up on poop bags, put some comfy athleisure clothes on, throw on some socks, tie my shoes, and head out for the park with my pooch!.""",human,unconstrained
271,Goal: Take your dog for a walk.,"""I will plan to carry water for hydration and a leash then plan my route to exit.""",human,unconstrained
272,Goal: Take your dog for a walk.,"""1) put dog on a leash. 2) go outside with dog. 3) start walking with dog on leash.""",human,unconstrained
273,Goal: Take your dog for a walk.,"""Find the dog's leash, atatch to dog's collar. Bring along a plastic bag  to pick up any poop your dog excretes. walk outside with your dog.""",human,unconstrained
274,Goal: Take your dog for a walk.,"""It's been awhile I go out with my dog, definitely tomorrow is alright to take stroll with her.""",human,unconstrained
275,Goal: Take your dog for a walk.,"""I think about the health for my dog even tho I don't want to do it. I put the leash on and I tell myself I will walk them for 10 minutes. I sometimes end up walking them for 20 mintues.""",human,unconstrained
276,Goal: Take your dog for a walk.,"""Grab a poop bag and water (with a way to give your dog some). Plan out the route you want and how long it will take. Get all your supplies ready. Grab the lease. Put your dog on the lease. Take your supplies and keys with you out the door. Lock your door.""",human,unconstrained
277,Goal: Take your dog for a walk.,"""To take your dog for a walk, you would need to make sure it was a good day outside for a walk. You would also need to plan for a good time, where you wouldn't have to work and where your dog would be ready for a walk. Then you would need to make sure you have the proper supplies, like a leash, and anything else you would need. Then you would need to plan a good route for the walk to make sure there is nothing dangerous or in the way of a walk.""",human,unconstrained
278,Goal: Take your dog for a walk.,"""put a leech over its neck get dressed feed it for a bit and then step out of the house.""",human,unconstrained
279,Goal: Take your dog for a walk.,"""Walk up and take bruno for a quick walk tommorrow.""",human,unconstrained
280,"Goal: Bake a cake, without using an oven.","""Once the batter is mixed and poured into the baking tray, assemble a half-sphere of mirrors. Go outside and set the dome in the sun. This will create a focal point in the center where all the heat from the sun will be concentrated. Place the cake pan in this focal point and wait until it is sufficiently cooked.""",human,constrained_single
281,"Goal: Bake a cake, without using an oven.","""First, create the cake batter using all the necessary ingredients for a cake. Next, using a charcoal grill, put the cake in a cake pan, cover it with tinfoil, and grill on medium heat for about 40 minutes.""",human,constrained_single
282,"Goal: Bake a cake, without using an oven.","""Find out how people without ovens bake food.""",human,constrained_single
283,"Goal: Bake a cake, without using an oven.","""Find a recipe for a no-bake cheesecake online and follow the recipe.""",human,constrained_single
284,"Goal: Bake a cake, without using an oven.","""You can bake a cake in a microwave, such a a cake in a mug. You also bake a cake over a fire. It is also possible to bake a cake in a crock pot. There are recipes online for each of these methods.""",human,constrained_single
285,"Goal: Bake a cake, without using an oven.","""It's very simple and easy to bake a cake without using an oven. You can utilize a solar box, or alternatively, a cast-iron skillet by an open fire can act similar to an oven. All's you need is a cast-iron skillet with a lid and heated charcoal on top of the lid to bake whatever is inside.""",human,constrained_single
286,"Goal: Bake a cake, without using an oven.","""1. Mix flour, sugar, oil, milk, vanilla, salt, and chocolate chips in a large mug until no lumps remain. 2. Sprinkle additional chocolate chips on top of the batter, if desired. 3. Place the mug in the center of the microwave and microwave on for about one minute, depending on your microwave. 4. Once done, remove from the microwave and let rest for one minute. 5. Top with whipped cream or powdered sugar and enjoy your mug cake!.""",human,constrained_single
287,"Goal: Bake a cake, without using an oven.","""Build a box out of a metal that has a high melting point. Put the unbaked cake inside of the box. Lower the box into a pool of lava. The box will not melt, but the air inside will heat up enough to bake the cake.""",human,constrained_single
288,"Goal: Bake a cake, without using an oven.","""Does a microwave count? I'm not sure if we're talking only traditional ovens, because a microwave is indeed short for microwave oven. If it's allowed, I'd follow the same basic steps as a traditional cake and research the proper settings and time for a microwave. If not, we'll just go with a stovetop cake.""",human,constrained_single
289,"Goal: Bake a cake, without using an oven.","""Research different methods of baking a cake such as using a microwave.""",human,constrained_single
290,"Goal: Build a bookshelf, without using wood.","""I would use metal to build the bookshelf.""",human,constrained_single
291,"Goal: Build a bookshelf, without using wood.","""I would originally try to build a bookshelf using metal or plastic sticks to build the foundation of the shelf. Then I would use plastic or fabric slabs (with carboard sewn in between the fabric), to build the shelves in order to hold the books up. I would try to make tunnels on each side of the shelves so that I would be able to connect them to the frame without worry about it slipping off.""",human,constrained_single
292,"Goal: Build a bookshelf, without using wood.","""I would build a bookshelf out of metal by enlisting the help of a  blacksmith.""",human,constrained_single
293,"Goal: Build a bookshelf, without using wood.","""I would build the bookshelf out of glass bottles and glue.""",human,constrained_single
294,"Goal: Build a bookshelf, without using wood.","""You need to go and purchase cinder blocks and sheets of plastic. Stack the cinder blocks as a base. You should do 3 rows for stability. You can then use the plastic sheets for shelves and the backing.""",human,constrained_single
295,"Goal: Build a bookshelf, without using wood.","""There are many other materials to use besides wood for a bookshelf. Crates are a really good option as they create little cubbies to place books or other decorative pieces inside.""",human,constrained_single
296,"Goal: Build a bookshelf, without using wood.","""Stack cinderblocks against the wall you wanted the shelf against. Position blocks according to where you want to put certain items.""",human,constrained_single
297,"Goal: Build a bookshelf, without using wood.","""I would use recycled cardboard to create a sturdy shelf instead of wood.""",human,constrained_single
298,"Goal: Build a bookshelf, without using wood.","""1. Determine which material to use by doing research . 2. Buy the needed materials . 3. Follow building instructions .""",human,constrained_single
299,"Goal: Build a bookshelf, without using wood.","""I would go to the local hardware store, get some aluminum sheets and make a modern looking muti-level shelf.""",human,constrained_single
300,"Goal: Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.","""Build a float on a truck.""",human,constrained_single
301,"Goal: Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.","""So if no trailer, I'm just building this out of the back of a pickup truck. you need wheels for this to move, so why not just do it right from a vehicle? you have your base - the truck. next you need your platform. any sort of sturdy surface will do - it just has to be fastened securely to the truck bed. from there, the sky is the limit.""",human,constrained_single
302,"Goal: Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.","""Research different types of floats that are seen in the Macy's Day Parade to see if any are used without a trailer.""",human,constrained_single
303,"Goal: Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.","""Decorate the outside of a truck and ride in that instead of using a trailer.""",human,constrained_single
304,"Goal: Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.","""First, go to a junk yard or scrap yard and obtain any usable car axels or auto frames. Next strip them down to their base parts, this will act as the rolling base for the float. Using either more materials from the junk yard or any other decoration materials you can find, decorate the float according to your assigned theme or purpose. For 'dazzle' effect, I suggest sparkle or reflective elements, possibly something along the lines of neon signs or glowsticks.""",human,constrained_single
305,"Goal: Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.","""First, recruit a team of engineers. Next, brainstorm ideas about an alternative to a trailer. Maybe a truck or a different type of vehicle may work better. Then, plan out the design with blue prints and get all of the materials. Finally, build the float which includes sparkles and dazzle the crowd with jazz hands.""",human,constrained_single
306,"Goal: Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.","""You will need plywood, board and sheets. You will also need wheels to make the float mobile. Using the wood and attaching wheels, you can make the float so that it can be pulled. You can even rig up a system to make it motorized. The rest of the design is up to using creativity.""",human,constrained_single
307,"Goal: Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.","""1. Gather a fleet of small drones and a large piece of lightweight wood. 2. Attach the wood to the drones and decorate the wood in lightweight decorations. 3. Control the fleet of drones as one to fly down the street in the parade, carrying the float with them.""",human,constrained_single
308,"Goal: Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.","""Buy a large truck and ensure that it is the best decorated with lights, balloons, and dancers to distract from the fact that the float will be smaller without a trailer.""",human,constrained_single
309,"Goal: Build a float to dazzle the crowd at the Macy's Day Parade, without using a trailer.","""Floats are typically towed with trailers, but it's definitely possible to construct one without the usage of a trailer as well. A simple workaround would be to use lightweight materials such as floral sheeting and construct the float around a vehicle, rather than around a trailer. Turning a vehicle into a float itself would eliminate the requirement for a trailer and accomplish the goal.""",human,constrained_single
310,"Goal: Clean the dirty dishes, without using soap.","""you could use baking soda or another type of usually seen as organic cleanser like vinegar to cut the grease in the dishes. The baking soda may help so you don't have to scrub as much.""",human,constrained_single
311,"Goal: Clean the dirty dishes, without using soap.","""Step one is filling a sink or bucket with warm or hot water. Step two is to put some lemon essential oil onto a washcloth or sponge. Step three is to scrub the dishes in the hot water, starting with the dishes with the lightest soil on them, like glasses. Step four is to rinse all the scrubbed dishes off with clean water.""",human,constrained_single
312,"Goal: Clean the dirty dishes, without using soap.","""First of all make sure the sink is filled up with the hottest water that you can stand, because at least the hot water is getting the germs off. Once all the dishes have soaked for a bit scrub them with a good sponge. You can even go the extra mile and put them in the dishwasher.""",human,constrained_single
313,"Goal: Clean the dirty dishes, without using soap.","""Rinse off the dishes first to get rid of any large food chunks stuck to them. Leave the dishes to soak to soften any residue on them. Proceed to vigorously scrub the dishes with the rough side of a sponge while leaving the faucet running on them. Repeat multiple times to ensure cleanliness. Run the dishes through the dishwasher's heating process if available to kill off any bacteria.""",human,constrained_single
314,"Goal: Clean the dirty dishes, without using soap.","""Turn on really hot water to wash the dishes, and use a sponge to try and get as much bacteria off as possible. Then dry thoroughly with a clean towel.""",human,constrained_single
315,"Goal: Clean the dirty dishes, without using soap.","""1.  Rinse the dishes off. 2.  Put them in the dishwater on high heat/long wash. 3.  Run the dishwasher for a long time so the hot water and clean and kill germs.""",human,constrained_single
316,"Goal: Clean the dirty dishes, without using soap.","""I will repeatedly scrub the dishes very thoroughly, with very hot water until spotless and sanitized.""",human,constrained_single
317,"Goal: Clean the dirty dishes, without using soap.","""Fill your sink with the hottest water that your tap can produce, and then allow the dishes to soak for a while. Proceed to drain the sink, and thoroughly scrub down each dish with a soap-less sponge, under running hot water. Place the dishes on a rack to dry.""",human,constrained_single
318,"Goal: Clean the dirty dishes, without using soap.","""I would use warm water and a steel wool to scrub at any residue. I would then place the dishes in a basic with hot, steaming water and let them soak since hot water kills bacteria.""",human,constrained_single
319,"Goal: Clean the dirty dishes, without using soap.","""I would power hose the dishes and then boil them to clean them.""",human,constrained_single
320,"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.","""To cool down in a record=breaking heat wave you can only have one plan and that plan is to find a swimming pool. You could research the closest public swimming pool or if you have a friend or relative who has a swimming pool, you could ask if you could come over and use it.""",human,constrained_single
321,"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.","""The best course of action for this goal would be to sit in a shaded area with a cold wet towel wrapped around your neck. This will keep you cool and out of the sun.""",human,constrained_single
322,"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.","""Soak a towel in cold water and put it around my neck, sit in front of a fan and mist myself with water from a spray bottle. I'll put on a bathing suit and try not to move or break a sweat.""",human,constrained_single
323,"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.","""You could undress, or drink a cool drink. Swimming or taking a cold shower could cool you down. Eating less/fasting naturally reduces body temperature. If you're very hot, you can fill the bathtub with ice and lay on top of it. Ice cream or a frosted drink in the shade, with fans can help.""",human,constrained_single
324,"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.","""Go into the bathroom. Remove clothes. Turn on the cold water in the tub. Sleek body into the water. Soak in there for three hours. Come out and put clothes back on but wear shorts and a tank top.""",human,constrained_single
325,"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.","""I believe the way they used to do that was to get a large block of ice and put a fan behind it. Also, soaking a thin towel in cold water and tying it around the next works well.""",human,constrained_single
326,"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.","""Easy. Take a cold shower. Put a cold towel on the back of your neck. Swim in a pool. Be naked. Soak in a cold tub. Stay out of the sun and outside.""",human,constrained_single
327,"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.","""My plan is to first research ways to cool down without air conditioner in order to see if there are any ways I'm not already familiar with. Way number one would be to wear light colored and light weight clothing to keep from absorbing extra heat. Another method is to freeze wet towels and wrap them around your neck and head to keep cool. And lastly, if their is a fan available, you can sit a bucket of ice in front of the fan to create a makeshift air-conditioner.""",human,constrained_single
328,"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.","""First, I live in a state where basements are part of a house. I will try to spend as much time down there as possible. . Second, I will drive my car to use air conditioning (when truly necessary). This is not a long term solution. Third, I will go to a public place like the mall to stay cool during peak heat hours.""",human,constrained_single
329,"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.","""Find some towels, cloths or bandanas. Wet them in the sink with cool water. Start by putting one wet cloth around your neck, then your wrists. Try splashing your face with cool water. By cooling your pulse points and your face, you should be able to lower your body temperature without using an air conditioner.""",human,constrained_single
330,"Goal: Create a safe landing for a falling skydiver, without using a net.","""Assess where exactly the diver is going to land. Transport the deepest basin you can find to that spot, by truck. Fill that basin with styrofoam peanuts, or a comparable material, and hope for the best.""",human,constrained_single
331,"Goal: Create a safe landing for a falling skydiver, without using a net.","""Set up a large well marked and open field for the skydiver to land in. Preferably a large body of water is nearby. Direct the skydiver to land in the vicinity, but be prepared for things to go askew. Set up response teams to go fetch the skydiver if they land elsewhere.""",human,constrained_single
332,"Goal: Create a safe landing for a falling skydiver, without using a net.","""If we have the time to build some sort of landing and transport it to where he would land, there is time to send another skydiver with a parachute to grab him.""",human,constrained_single
333,"Goal: Create a safe landing for a falling skydiver, without using a net.","""Placing a bouncy castle under your diver will ensure a safe landing. The pilot will be able to see the large target and know when to allow the diver to jump. Make sure to have a several team members nearby in case the castle needs to be shifted slightly due to the wind.""",human,constrained_single
334,"Goal: Create a safe landing for a falling skydiver, without using a net.","""Use an inflatable landing target.""",human,constrained_single
335,"Goal: Create a safe landing for a falling skydiver, without using a net.","""First off, I would clear out all the land and airspace in a 50 mile radius of the skydiver to make sure that the skydiver can't hit any moving objects. Then I would send out a team of 10 other professional skydivers to try and intercept the falling skydiver. Lastly, I would use the cushion device that fire fighters use to try and reduce the impact upon landing.""",human,constrained_single
336,"Goal: Create a safe landing for a falling skydiver, without using a net.","""I would have them land on their feet since that is the best way for them to land. I would take a bunch of trees and bushes and stack them all together to form a giant bushy area. The only survivors I know of from skydiving have falling into trees and bushes to break their fall. I would also use lots and lots of mattresses and put them on top of the trees and bushes.""",human,constrained_single
337,"Goal: Create a safe landing for a falling skydiver, without using a net.","""Use of giant trampoline to help catch the skydiver.""",human,constrained_single
338,"Goal: Create a safe landing for a falling skydiver, without using a net.","""1. Establish exactly where the skydiver will be falling. 2. Clear the area of any hazards. 3. Fill the area with a large amount of soft objects, such as tons of packing peanuts, foam, pillows, balloons, etc. 4.Pile the objects together to create a safe landing space and surrounding landing space if they bounce off.""",human,constrained_single
339,"Goal: Create a safe landing for a falling skydiver, without using a net.","""I would put out a large air mattress for the skydiver to fall into.""",human,constrained_single
340,"Goal: Cut down a tree, without using a chainsaw.","""Using an axe begin by chopping at the base of the trunk. Chop at the tree in the same place until you've reached the center of the trunk. Repeat on the opposite side.""",human,constrained_single
341,"Goal: Cut down a tree, without using a chainsaw.","""You just need an axe to do this. It takes time and a lot of effort but it can be done.""",human,constrained_single
342,"Goal: Cut down a tree, without using a chainsaw.","""You could use a hand saw or ax.""",human,constrained_single
343,"Goal: Cut down a tree, without using a chainsaw.","""Find a decently sized regular saw that is not electric and slowly slice through the trunk of the tree.""",human,constrained_single
344,"Goal: Cut down a tree, without using a chainsaw.","""I would use a handsaw with my husband so we could hack it town manually.""",human,constrained_single
345,"Goal: Cut down a tree, without using a chainsaw.","""I will borrow an AX from and start cutting down the tree.""",human,constrained_single
346,"Goal: Cut down a tree, without using a chainsaw.","""This wont require much brain power but will require physical power. humans were able to cut down trees for centuries before the chainsaw was invented. Use an axe! you can also use the wedge method to save energy while cutting the tree and ensure the tree falls in a safe manner.""",human,constrained_single
347,"Goal: Cut down a tree, without using a chainsaw.","""Use an axe to cut the tree trunk at the base. You could also use a car with towing capabilities to pull it from the ground at the root.""",human,constrained_single
348,"Goal: Cut down a tree, without using a chainsaw.","""I would use a hand saw and try to figure out a way to cut the tree down in sections, so that it eliminates the risk of the entire tree falling on me.""",human,constrained_single
349,"Goal: Cut down a tree, without using a chainsaw.","""I can think of a number of ways but to make this fun, I will drill multiple holes in the tree, place ammonium nitrate and fuel oil in those holes, use bullet primers or firecrackers as blasting caps and remove said tree.""",human,constrained_single
350,"Goal: Decorate the world's largest Christmas tree, without using lights.","""I would use reflective ornaments, maybe stained glass ornaments, so that when the light from the sun hits the tree the colors are reflected off the tree. Or I would try to have a projector set up at different angles so that it shines on the tree. I would maybe use plain colored ornaments and project sparkles or something to give them extra pizazz at night.""",human,constrained_single
351,"Goal: Decorate the world's largest Christmas tree, without using lights.","""To decorate a Christmas tree without lights, I would use many types of garland to drape across the tree, as well as strands of tinsel. I would also use a large tree topper that can be shiny, like a metal. Then I would also use many kinds of ornaments that could reflect light from other places, also such as a glass or metal substance. If possible, I might also use an artificial tree that is a bold color to create more color and uniqueness to it.""",human,constrained_single
352,"Goal: Decorate the world's largest Christmas tree, without using lights.","""I would ask my friends to help decorate the christmas tree. We will grab, ribbon, string and ornaments to put on the tree.""",human,constrained_single
353,"Goal: Decorate the world's largest Christmas tree, without using lights.","""I would decorate with origami made from wrapping paper.""",human,constrained_single
354,"Goal: Decorate the world's largest Christmas tree, without using lights.","""Buy lots of garland and ornaments to take up space. Put heavier ornaments on stronger branches, and ensure there are no large blank gaps in decorations on the tree.""",human,constrained_single
355,"Goal: Decorate the world's largest Christmas tree, without using lights.","""You need a combination of ornaments to cover the tree. You would also need a giant, possibly life sized angel for the top. In place of lights you could use tiny mirrors that would reflect light during the day time.""",human,constrained_single
356,"Goal: Decorate the world's largest Christmas tree, without using lights.","""The plan would involve using colorful and effervescent decorations that would capture and accentuate the natural light of the surrounding area. This would make the Christmas tree appear well light without using any lights.""",human,constrained_single
357,"Goal: Decorate the world's largest Christmas tree, without using lights.","""You could use lots of ornaments and festive items such as miniature Christmas village buildings.""",human,constrained_single
358,"Goal: Decorate the world's largest Christmas tree, without using lights.","""1. Gather decorations that are not lights (tinsel, ornaments, etc.). 2. Travel to the world’s largest Christmas tree. 3. Begin decorating .""",human,constrained_single
359,"Goal: Decorate the world's largest Christmas tree, without using lights.","""I would go about this using a variety of decorations and also tinsel. . I think a really great idea would also be to have people from the community and even from around the word create their own decorations that would later be placed on the tree. One more step to go along with this would be that people could sponsor a decoration and have that money go to a charity.""",human,constrained_single
360,"Goal: Escape from inside a locked custodial closet, without using a phone.","""Find a small, thin object such as a bobby pin or a toothpick. Wiggle the end around in the keyhole until you hear a click.""",human,constrained_single
361,"Goal: Escape from inside a locked custodial closet, without using a phone.","""Look for any tool that could be helpful in unlocking the door. First, I would look for a screwdriver to take off the door handle or door. I would also look for any heavy object that could be used to break the door down. I would also make noise, such as banging on the door to alert attention. Check for ceiling vents also that could be crawled through.""",human,constrained_single
362,"Goal: Escape from inside a locked custodial closet, without using a phone.","""If I am unable to get at the lock with a credit card or paper clip, I'll just bang on the door until someone hears.""",human,constrained_single
363,"Goal: Escape from inside a locked custodial closet, without using a phone.","""Depending on the kinds of tools inside of the custodial closet, you may be able to find a small hammer or mallet-like object, as well as something you can fashion into a pry bar. If you can apply enough pressure to the hinges with the hammer/pry bar you can bend and break the hinges of the door to free yourself.""",human,constrained_single
364,"Goal: Escape from inside a locked custodial closet, without using a phone.","""Figure out the best way to break the locked door.""",human,constrained_single
365,"Goal: Escape from inside a locked custodial closet, without using a phone.","""First, look for a window to break and escape. If there is no window, use something in the closet to slide under the door the attract the attention of a passerby.""",human,constrained_single
366,"Goal: Escape from inside a locked custodial closet, without using a phone.","""First I would try banging on the door to see if someone would come help. If that doesn't work, I would try to find some water or other liquid to put under the door so someone might suspect a leak and look inside. If no one notices still, I would try to use some combination of tools inside to get the door off of its hinges and just then try to break it down. (assuming it's locked.) .""",human,constrained_single
367,"Goal: Escape from inside a locked custodial closet, without using a phone.","""Use your foot to kick down the door. Do so by placing your standing foot about one leg length from the door. Then lean into the kick placing your foot near to the door handle.""",human,constrained_single
368,"Goal: Escape from inside a locked custodial closet, without using a phone.","""1. Survey any tools available to you. 2. If there is a hammer or similarly heavy item that can be easily swung, pick it up. 3. Use the item to swing at the door knob of the closet, attempting to break it off AND make noise. 4. Simultaneously, yell to indicate that you need help. 5. Continue both of these tasks until the lock breaks and/or someone comes to your assistance.""",human,constrained_single
369,"Goal: Escape from inside a locked custodial closet, without using a phone.","""Check to make sure the door is locked from the other side. Listen to see if there is anyone nearby to let you out. Check the strength of the door to see if it's possible to breakthrough or knock it off its hinges.""",human,constrained_single
370,"Goal: Escape quicksand, without using a branch.","""It is important to not struggle without a goal. If you march in place quickly and repeatedly you will be able to waddle your way out of the puddle. Think of quicksand more like water than mud. If the first option is not available, try to lay back and allow yourself to float to the surface. The less your weight pushes directly downward, the less you will sink.""",human,constrained_single
371,"Goal: Escape quicksand, without using a branch.","""So from my childhood I remember never to struggle. The ideal plan is to wait for someone to come and help. If possible, I would lay parallel to the sand on top, so that my bodyweight is evenly distributed and allows me to float. from there, I just shout until someone comes to my rescue.""",human,constrained_single
372,"Goal: Escape quicksand, without using a branch.","""First, survey the area trying to find a piece of foliage or another leverage point nearby. Next, make a plan in your head of how you will reach out and grab the foliage to pull yourself out. Imagine yourself doing it in your head to visualize. Finally, complete the plan and lunge forward to reach the foliage. Do not waste time.""",human,constrained_single
