,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type
1664,1666,136,43,"""",8734,survey-likert,19,501570,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":0}",[0],"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist. However, the reason this happened was not that they landed on something soft, the person had resilient bones, the person was extremely light, or they landed in a way that their wrist bent instead of broke.",rate_humanness,gpt-3,"This could have happened because they fell on a part of their arm that was not their wrist, they fell on their hand instead of their arm, they landed on a pillow, they landed on a pile of mattresses, they landed on a mattress stuffed with pillows, they landed on a mattress stuffed with mattresses, they landed on a mattress stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with.",42,all-constraints
1665,1667,136,43,"""",31062,survey-likert,20,532634,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter. However, the reason this happened was not that the piano landed on a mattress, the piano landed on feathers, the piano landed on a trampoline, the piano was encased in a very protective foam, the piano was made of steel, the piano was made of plastic, the piano swung instead because it was attached to a large crane by a rope, or Spiderman caught the piano in a web.",rate_humanness,gpt-3,"This could have happened because the piano was made of a strong but light metal, like titanium. This meant that the piano was light enough to float, but strong enough to not shatter.",42,all-constraints
1666,1668,136,43,"""",25079,survey-likert,21,557715,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist. However, the reason this happened was not that they landed on something soft, the person had resilient bones, the person was extremely light, or they landed in a way that their wrist bent instead of broke.",rate_humanness,gpt-3,This could have happened because the person was a gymnast and knew how to land on their hands in a way that prevented breaking their wrist.,42,all-constraints
1667,1669,136,43,"""",44339,survey-likert,22,602054,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If someone walks through a metal detector with a metal watch, then alarms go off. But suppose someone walks through a metal detector with a metal watch, and then alarms do not go off. However, the reason this happened was not that the metal detector was faulty, the metal detector can only detect certain kinds of metals, the watch had only tiny traces of metal that were undetectable, or the metal detector was unplugged.",rate_humanness,gpt-3,This could have happened because the person was a time traveler and the watch was from the future.,42,all-constraints
1668,1670,136,43,"""",12116,survey-likert,23,614174,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made. However, the reason this happened was not that the meteor was tiny, there already was a hole in the ground, or the meteor hit the ground very lightly.",rate_humanness,gpt-3,"This could have happened because the meteor was not a solid rock, but a hollow rock that contained a gas that quickly dissipated.",42,all-constraints
1669,1671,136,43,"""",10064,survey-likert,24,624238,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made. However, the reason this happened was not that the meteor was tiny, there already was a hole in the ground, or the meteor hit the ground very lightly.",rate_humanness,gpt-3,"This could have happened because the meteor hit the ground, but the ground was so hard that it did not make a crater. Maybe the ground was frozen, or maybe the ground was covered in a material that absorbed the impact.",42,all-constraints
1670,1672,136,43,"""",13444,survey-likert,25,637686,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened. However, the reason this happened was not that the lock was broken, the bolt was weak, there was a hole in the wall, the door was knocked down, the lock was cut, or that the screws holding the bolt in place became loose.",rate_humanness,gpt-3,"This could have happened because the person who locked the door was a ghost, and so was the bolt.",42,all-constraints
1671,1673,136,43,"""",11507,survey-likert,26,649194,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":3}",[0],"If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on. However, the reason this happened was not that the light also has an internal battery source, the room was haunted by a ghost who turned on the light, or that the light was struck by lighting that was temporarily electrically charged.",rate_humanness,gpt-3,"This could have happened because the light was struck by lighting that was temporarily electrically charged, and then the light turned on.",42,all-constraints
1672,1674,136,43,"""",10654,survey-likert,27,659850,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off. However, the reason this happened was not that the batteries in the fire alarm were dead, there were no batteries, the smoke did not reach the sensor, the sensor was faulty, or that the wiring was faulty.",rate_humanness,gpt-3,"This could have happened because the person who lived in the apartment was deaf, so they never heard the alarm.",42,all-constraints
1673,1675,136,43,"""",13111,survey-likert,28,672962,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang. However, the reason this happened was not that the drumstick was made of soft material, the cymbal was padded, the cymbal was stuck, or that the cymbal was not hit hard enough.",rate_humanness,gpt-3,This could have happened because the cymbal could have been hit with a drumstick made of a material that did not make a clanging sound.,42,all-constraints
1674,1676,136,43,"""",6411,survey-likert,29,679378,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If someone walks through a metal detector with a metal watch, then alarms go off. But suppose someone walks through a metal detector with a metal watch, and then alarms do not go off. However, the reason this happened was not that the metal detector was faulty, the metal detector can only detect certain kinds of metals, the watch had only tiny traces of metal that were undetectable, or the metal detector was unplugged.",rate_humanness,gpt-3,This could have happened because the person was a time traveller from the future. They had a watch that was made of an ultra-rare metal that was not on the list of metals that the detector could detect.,42,all-constraints
1675,1677,136,43,"""",9343,survey-likert,30,688722,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break. However, the reason this happened was not that the egg carton landed on a soft surface, the egg carton was very sturdy, the egg carton was cushioned, the eggs were already solid because they were hard-boiled, or the carton was only dropped from a short distance.",rate_humanness,gpt-3,This could have happened because the eggs were not in the egg carton to begin with. The carton was filled with rocks.,42,all-constraints
1676,1678,136,43,"""",7829,survey-likert,31,696554,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":0}",[0],"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash. However, the reason this happened was not that they were wearing gloves, they were immune, or they used preventative medical cream beforehand.",rate_humanness,gpt-3,This could have happened because the person did not touch the poison ivy directly but instead touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had.,42,all-constraints
1677,1679,136,43,"""",13451,survey-likert,32,710006,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down. However, the reason this happened was not that the shelves were bolted to the ground, the shelves were extra sturdy, or the building was built to handle the shakes of an earthquake.",rate_humanness,gpt-3,This could have happened because the earthquake was not severe enough to cause the shelves to fall down.,42,all-constraints
1678,1680,136,43,"""",6546,survey-likert,33,716554,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If water is put in the freezer, then it turns into ice. But suppose water is put in the freezer, and then it does not turn into ice. However, the reason this happened was not that the freezer was off, the freezer is broken, or the freezer was set too warm.",rate_humanness,gpt-3,"This could have happened because it was a hot day, and the water evaporated.",42,all-constraints
1679,1681,136,43,"""",16223,survey-likert,34,732778,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":3}",[0],"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water. However, the reason this happened was not that the person did not pay their water bill so the supply was turned off, there was a leaky water pip, or the bath drain is not plugged with a stopper.",rate_humanness,gpt-3,This could have happened because the bathtub filled with water because it was a magic bathtub. The magic bathtub filled with water.,42,all-constraints
1680,1682,136,43,"""",12411,survey-likert,35,745191,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break. However, the reason this happened was not that the egg carton landed on a soft surface, the egg carton was very sturdy, the egg carton was cushioned, the eggs were already solid because they were hard-boiled, or the carton was only dropped from a short distance.",rate_humanness,gpt-3,This could have happened because the egg carton was made of a special material that absorbs the shock of a fall.,42,all-constraints
1681,1683,136,43,"""",9186,survey-likert,36,754378,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough. However, the reason this happened was not that they did not breathe in enough, they were wearing protective breathing equipment, they held their breath, they became unconscious, they took a cough suppressant, or they are less sensitive to smoke because they are a serial smoker.",rate_humanness,gpt-3,"This could have happened because the person was not in the smoke long enough to get a cough, or the person was not in the smoke at all.",42,all-constraints
1682,1684,136,43,"""",13794,survey-likert,37,768174,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl. However, the reason this happened was not that the cat was dead, the cat has extreme patience, the cat was used to tail-pulling behavior already, or that the tail was not pulled hard enough.",rate_humanness,gpt-3,This could have happened because the cat was a robot.,42,all-constraints
1683,1685,136,43,"""",8964,survey-likert,38,777137,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,"This could have happened because the apple was caught by a bird, who then flew off with it.",42,all-constraints
1684,1686,136,43,"""",8210,survey-likert,39,785350,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":5}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough. However, the reason this happened was not that they did not breathe in enough, they were wearing protective breathing equipment, they held their breath, they became unconscious, they took a cough suppressant, or they are less sensitive to smoke because they are a serial smoker.",rate_humanness,gpt-3,This could have happened because the wildfire was not smoky enough.,42,all-constraints
1685,1687,136,43,"""",6085,survey-likert,40,791438,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":3}",[0],"If someone falls on the sidewalk, then they scrape your knee. But suppose someone falls on the sidewalk, and then they do not scrape their knee. However, the reason this happened was not that they are wearing knee pads, their pants protected them, the ground was icy so they slipped and landed backwards instead, they landed on their hands instead of their knees, or they did not hit the ground hard enough for a scrape.",rate_humanness,gpt-3,This could have happened because they had kneepads on and the ground was soft enough to not make a mark.,42,all-constraints
1686,1688,136,43,"""",7818,survey-likert,41,799258,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet. However, the reason this happened was not that there was a canopy over the grass, the grass was covered by a tarp, or the grass dried extremely quickly.",rate_humanness,gpt-3,This could have happened because the grass was covered in a special material that prevented water from being absorbed.,42,all-constraints
1687,1689,136,43,"""",8251,survey-likert,42,807510,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter. However, the reason this happened was not that the piano landed on a mattress, the piano landed on feathers, the piano landed on a trampoline, the piano was encased in a very protective foam, the piano was made of steel, the piano was made of plastic, the piano swung instead because it was attached to a large crane by a rope, or Spiderman caught the piano in a web.",rate_humanness,gpt-3,This could have happened because the piano was encased in a piano-proof material that was made by a company called Piano-Proof.,42,all-constraints
1688,1690,136,43,"""",11125,survey-likert,43,818638,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":1}",[0],"If water is put in the freezer, then it turns into ice. But suppose water is put in the freezer, and then it does not turn into ice. However, the reason this happened was not that the freezer was off, the freezer is broken, or the freezer was set too warm.",rate_humanness,gpt-3,This could have happened because the freezer was put in the freezer.,42,all-constraints
1689,1691,136,43,"""",6212,survey-likert,44,824850,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""humanness"":6}",[0],"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet. However, the reason this happened was not that there was a canopy over the grass, the grass was covered by a tarp, or the grass dried extremely quickly.",rate_humanness,gpt-3,This could have happened because the grass was wet to begin with. Some grass is naturally wet.,42,all-constraints
1690,1692,136,43,"""",24296,survey-text,45,849155,5,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e094c2503805248eea3ce7,"{""Q0"":""10"",""Q1"":""2"",""Q2"":""No"",""Q3"":""none""}","""","""","""","""","""","""",""""
1691,1693,14,50,"[{""page_index"":0,""viewing_time"":8389.299999952316},{""page_index"":1,""viewing_time"":7290.200000047684},{""page_index"":2,""viewing_time"":3471.7000000476837},{""page_index"":3,""viewing_time"":14998},{""page_index"":4,""viewing_time"":13848.099999904633},{""page_index"":5,""viewing_time"":33262.800000071526},{""page_index"":6,""viewing_time"":3377.1999999284744},{""page_index"":7,""viewing_time"":2149.600000023842}]",86788.60000002384,instructions,0,86849,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"""","""","""","""","""","""","""",""""
1692,1694,14,50,"""",9136,survey-multi-choice,1,95995,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""Q0"":""The plausibility that humans generated language."",""Q1"":""By moving a slider.""}","[0,1]","""","""","""","""","""",""""
1693,1695,14,50,"[{""page_index"":0,""viewing_time"":90283.09999990463},{""page_index"":1,""viewing_time"":2323.9000000953674},{""page_index"":2,""viewing_time"":1656.0999999046326},{""page_index"":3,""viewing_time"":1540.1000000238419},{""page_index"":4,""viewing_time"":1313.2000000476837},{""page_index"":5,""viewing_time"":1402.6999999284744},{""page_index"":6,""viewing_time"":1034.9000000953674},{""page_index"":7,""viewing_time"":1207.5}]",100762,instructions,2,196762,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"""","""","""","""","""","""","""",""""
1694,1696,14,50,"""",8312.5,survey-multi-choice,3,205081,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""Q0"":""How well an explanation explains a scenario."",""Q1"":""By moving a slider.""}","[0,1]","""","""","""","""","""",""""
1695,1697,14,50,"[{""page_index"":0,""viewing_time"":2777.399999976158},{""page_index"":1,""viewing_time"":2275.600000023842},{""page_index"":2,""viewing_time"":1304.7999999523163},{""page_index"":3,""viewing_time"":3603.3000000715256},{""page_index"":4,""viewing_time"":1631.1000000238419},{""page_index"":5,""viewing_time"":1010.2999999523163},{""page_index"":6,""viewing_time"":1053.2000000476837},{""page_index"":7,""viewing_time"":969.8999999761581}]",14626,instructions,4,219709,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"""","""","""","""","""","""","""",""""
1696,1698,14,50,"""",7905.600000023842,survey-multi-choice,5,227620,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""Q0"":""The plausibility that humans generated language."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""","""",""""
1697,1699,14,50,"[{""page_index"":0,""viewing_time"":1416.5}]",1417,instructions,6,229038,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"""","""","""","""","""","""","""",""""
1698,1700,14,50,"""",18853.399999976158,survey-likert,7,247904,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":6}",[0],"If someone walks through a metal detector with a metal watch, then alarms go off. But suppose someone walks through a metal detector with a metal watch, and then alarms do not go off. However, the reason this happened was not that the metal detector was faulty, the metal detector can only detect certain kinds of metals, the watch had only tiny traces of metal that were undetectable, or the metal detector was unplugged.",rate_humanness,gpt-3,This could have happened because the person was wearing a watch that was made of a special material that did not set off the metal detector.,49,all-constraints
1699,1701,14,50,"""",24599.799999952316,survey-likert,8,272510,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":6}",[0],"If someone does 50 jumping jacks in a room with a tower of dominos, then the tower of dominos falls over. But suppose someone does 50 jumping jacks in a room with a tower of dominos, and then the tower of dominos does not fall over. However, the reason this happened was not that they were jumping far away from the dominos, the floor was built to absorb shocks, the dominos were glued to the ground, the person was jumping lightly, or the person was jumping very slowly.",rate_humanness,gpt-3,This could have happened because the person was jumping very fast.,49,all-constraints
1700,1702,14,50,"""",44963.300000071526,survey-likert,9,317482,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":5}",[0],"If water is put in the freezer, then it turns into ice. But suppose water is put in the freezer, and then it does not turn into ice. However, the reason this happened was not that the freezer was off, the freezer is broken, or the freezer was set too warm.",rate_humanness,gpt-3,"This could have happened because the water was put in the freezer while it was still boiling. The boiling water quickly froze and turned into ice, even though the freezer was off.",49,all-constraints
1701,1703,14,50,"""",26551.5,survey-likert,10,344041,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":6}",[0],"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water. However, the reason this happened was not that the person did not pay their water bill so the supply was turned off, there was a leaky water pip, or the bath drain is not plugged with a stopper.",rate_humanness,gpt-3,This could have happened because the bathtub was not filled with water but with a special kind of foam that expands when it comes into contact with air.,49,all-constraints
1702,1704,14,50,"""",22142.700000047684,survey-likert,11,366189,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":6}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,This could have happened because the apple was caught by a squirrel.,49,all-constraints
1703,1705,14,50,"""",48910,survey-likert,12,415106,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":6}",[0],"If pest outbreaks occur on a farm, then crops in the farm die. But suppose pest outbreaks occur on a farm, and then crops in the farm do not die. However, the reason this happened was not that the crops were previously sprayed with pesticides, the pest species was not harmful, or creatures nearby ate the pests and died instead.",rate_humanness,gpt-3,"This could have happened because the pests died of natural causes, or the farmer used a pesticide that was harmless to humans.",49,all-constraints
1704,1706,14,50,"""",28176.700000047684,survey-likert,13,443291,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":6}",[0],"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet. However, the reason this happened was not that there was a canopy over the grass, the grass was covered by a tarp, or the grass dried extremely quickly.",rate_humanness,gpt-3,This could have happened because the grass is actually a giant sponge and it absorbed the water.,49,all-constraints
1705,1707,14,50,"""",11509.800000071526,survey-likert,14,454806,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":6}",[0],"If someone does 50 jumping jacks in a room with a tower of dominos, then the tower of dominos falls over. But suppose someone does 50 jumping jacks in a room with a tower of dominos, and then the tower of dominos does not fall over. However, the reason this happened was not that they were jumping far away from the dominos, the floor was built to absorb shocks, the dominos were glued to the ground, the person was jumping lightly, or the person was jumping very slowly.",rate_humanness,gpt-3,This could have happened because the person was standing on a trampoline.,49,all-constraints
1706,1708,14,50,"""",100538.10000002384,survey-likert,15,555354,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":6}",[0],"If water is put in the freezer, then it turns into ice. But suppose water is put in the freezer, and then it does not turn into ice. However, the reason this happened was not that the freezer was off, the freezer is broken, or the freezer was set too warm.",rate_humanness,gpt-3,"This could have happened because the freezer was on a timer, and the timer was set to turn off the freezer after a certain amount of time.",49,all-constraints
1707,1709,14,50,"""",32224.800000071526,survey-likert,16,587584,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":6}",[0],"If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on. However, the reason this happened was not that the light also has an internal battery source, the room was haunted by a ghost who turned on the light, or that the light was struck by lighting that was temporarily electrically charged.",rate_humanness,gpt-3,"This could have happened because the light was turned on before the power was cut. However, this is unlikely because the light was unplugged.",49,all-constraints
1708,1710,14,50,"""",16372.799999952316,survey-likert,17,603965,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":5}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,This could have happened because Newton was sitting under the tree and the apple landed on his head.,49,all-constraints
1709,1711,14,50,"""",28171.399999976158,survey-likert,18,632142,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":5}",[0],"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt. However, the reason this happened was not that the snowman was made of plastic, the snowman was made of cotton balls, someone used a snowblower on the snowman, or the temperature didn't increase enough to melt the snow.",rate_humanness,gpt-3,"This could have happened because the snowman was a snowwoman, and she was pregnant.",49,all-constraints
1710,1712,14,50,"""",8030.399999976158,survey-likert,19,640179,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":6}",[0],"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made. However, the reason this happened was not that the meteor was tiny, there already was a hole in the ground, or the meteor hit the ground very lightly.",rate_humanness,gpt-3,This could have happened because a person took a hammer and chisel and chipped away at the meteor until it was small enough to fit inside a box.,49,all-constraints
1711,1713,14,50,"""",7144.300000071526,survey-likert,20,647328,101,61e05c6eb0cfe8c09374f8c6,61e068028b66027895c01cf8,6111c95309571f2e5a12b0c7,61e068028b66027895c01cf8,"{""humanness"":4}",[0],"If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened. However, the reason this happened was not that the lock was broken, the bolt was weak, there was a hole in the wall, the door was knocked down, the lock was cut, or that the screws holding the bolt in place became loose.",rate_humanness,gpt-3,"This could have happened because the person who locked the door was the same person who unlocked the door, and the person unlocked the door by mistake.",49,all-constraints
